datetime,SOC_pump,CCA_pump,SOB_pump,HRO_pump,TRP_pump,DEL_SCINDEX,DEL_SJINDEX
12/28/1997,1897,67,228,6963,4039,10.82280842,4.129946388
12/29/1997,1318,123,277,7013,4132,10.82280842,4.129946388
12/30/1997,1319,182,342,6975,4151,10.82280842,4.129946388
12/31/1997,1319,108,287,7005,4252,10.82280842,4.129946388
1/1/1998,1362,57,245,6996,4082,8.582658362,2.948661944
1/2/1998,1315,124,220,6934,4091,8.721477831,2.924034432
1/3/1998,1211,109,225,7018,4039,8.823353548,2.939885991
1/4/1998,1309,59,225,7005,4084,8.974360432,2.959197178
1/5/1998,1290,85,238,6985,4109,9.095274711,3.011302667
1/6/1998,1259,134,190,6816,4051,9.134500251,2.996200304
1/7/1998,1255,123,170,6806,4053,9.197513751,3.008045775
1/8/1998,1282,78,174,6829,4092,9.22926287,3.017701273
1/9/1998,1282,64,194,7087,4184,9.251270624,3.029114207
1/10/1998,1200,47,178,7083,4105,9.284236924,3.054632597
1/11/1998,1233,85,142,7086,4037,9.345430925,3.067867418
1/12/1998,1140,70,123,6992,4085,9.48013121,3.138524958
1/13/1998,1039,59,125,6247,4062,9.601275499,3.185987858
1/14/1998,1309,85,137,0,3892,9.638692212,3.190188498
1/15/1998,1309,59,144,0,3841,9.763301181,3.302607899
1/16/1998,1530,77,102,95,3794,9.860547418,3.389241656
1/17/1998,2127,28,114,80,3804,9.866016857,3.388384569
1/18/1998,2618,51,114,0,3792,9.866442667,3.412088404
1/19/1998,1833,59,111,81,3826,9.9308658,3.471158437
1/20/1998,1552,21,110,107,3827,9.992402119,3.490320205
1/21/1998,1448,56,124,96,3565,9.98945301,3.488393403
1/22/1998,655,49,100,0,3532,10.05109381,3.468037496
1/23/1998,655,33,60,0,3829,10.04173371,3.451624516
1/24/1998,655,20,14,0,3831,9.984739275,3.420309992
1/25/1998,709,56,24,0,3816,9.978785745,3.400306613
1/26/1998,764,20,14,0,3831,10.00166037,3.374331187
1/27/1998,736,85,29,895,3841,9.932988575,3.349309446
1/28/1998,766,120,12,1902,4164,9.92014238,3.325071252
1/29/1998,757,141,29,1842,2040,9.914374137,3.347967949
1/30/1998,756,220,34,2032,4142,9.953850529,3.384575045
1/31/1998,756,307,25,2015,3870,9.966522722,3.381546749
2/1/1998,817,315,5,2081,3724,10.05498075,3.386099687
2/2/1998,755,104,3,1439,3609,10.24415438,3.477011991
2/3/1998,750,19,0,0,2074,10.61391653,3.604260634
2/4/1998,698,59,0,0,2311,10.71848764,3.684541998
2/5/1998,764,48,0,0,2805,10.85763659,3.683721037
2/6/1998,764,41,0,0,2789,11.04700636,3.731845906
2/7/1998,764,44,26,0,2682,11.33585898,3.822248431
2/8/1998,1309,79,0,0,2585,11.57321769,3.927349488
2/9/1998,532,27,0,0,3302,11.63258568,4.006885831
2/10/1998,545,39,21,0,3610,11.65630097,4.023452399
2/11/1998,0,25,43,0,3532,11.72195015,4.053238598
2/12/1998,0,57,4,0,3627,11.74855245,4.060263704
2/13/1998,0,30,22,0,3596,11.80765518,4.078872808
2/14/1998,55,52,23,0,3632,11.87805515,4.109037757
2/15/1998,0,37,16,0,3619,11.99019311,4.167584166
2/16/1998,52,53,17,0,3616,12.00696904,4.172948802
2/17/1998,0,30,29,0,3439,12.07947199,4.228577756
2/18/1998,55,85,15,0,3509,12.09228844,4.209864785
2/19/1998,163,42,12,0,3743,12.15714762,4.22029831
2/20/1998,27,60,22,0,3880,12.24398525,4.282816617
2/21/1998,0,85,15,0,3730,12.28653108,4.299677661
2/22/1998,0,17,18,0,3052,12.36964417,4.356247598
2/23/1998,0,77,17,0,3518,12.37125864,4.391811723
2/24/1998,0,11,19,0,2486,12.39738227,4.420747788
2/25/1998,0,70,19,0,1158,12.37595654,4.396305269
2/26/1998,0,32,17,153,771,12.32168592,4.369863753
2/27/1998,0,59,13,0,768,12.26828702,4.344999498
2/28/1998,0,46,20,0,1382,12.20890994,4.32876219
3/1/1998,0,85,18,0,1688,12.17580759,4.323616095
3/2/1998,0,14,21,1122,1270,12.18098264,4.326978916
3/3/1998,0,91,11,4694,764,12.21156695,4.320856692
3/4/1998,0,127,25,1365,1407,12.19588064,4.320483301
3/5/1998,0,85,20,0,1789,12.2255378,4.31445197
3/6/1998,0,101,32,0,1792,12.26323332,4.362723198
3/7/1998,0,108,44,0,1786,12.30726082,4.356170925
3/8/1998,0,103,15,0,1795,12.33571781,4.347233549
3/9/1998,0,188,18,0,1795,12.34963952,4.346658093
3/10/1998,0,258,26,0,1708,12.36479965,4.341514049
3/11/1998,0,219,22,0,1735,12.38885051,4.338089914
3/12/1998,0,303,19,0,1827,12.40642896,4.333744419
3/13/1998,0,276,18,0,1909,12.44358581,4.335044289
3/14/1998,0,229,15,0,1901,12.45582046,4.337576322
3/15/1998,0,161,28,0,1890,12.48497979,4.340921404
3/16/1998,0,69,15,0,1892,12.49368212,4.343497818
3/17/1998,0,109,17,0,1898,12.5069938,4.339927298
3/18/1998,0,162,17,40,1892,12.52686583,4.328311303
3/19/1998,0,222,17,3,1874,12.53930315,4.343104567
3/20/1998,0,186,23,0,1889,12.54370399,4.334541884
3/21/1998,1033,253,19,0,1894,12.54909871,4.31189159
3/22/1998,1309,203,12,0,1893,12.54628004,4.285754657
3/23/1998,873,359,10,0,1906,12.55171617,4.278668475
3/24/1998,952,228,8,0,2977,12.55216247,4.312236293
3/25/1998,930,94,12,0,3522,12.55185272,4.453670004
3/26/1998,1058,92,11,0,3546,12.53174335,4.455702639
3/27/1998,1361,85,21,0,2989,12.51932648,4.471486116
3/28/1998,1444,277,16,0,2694,12.51314146,4.5140179
3/29/1998,1788,403,18,0,2680,12.51573667,4.511365064
3/30/1998,1148,440,18,0,2697,12.52962163,4.514594168
3/31/1998,1771,360,30,0,2679,12.53851749,4.5279795
4/1/1998,1773,282,60,0,1748,12.52370748,4.552519705
4/2/1998,1806,181,60,0,3493,12.53992595,4.54249458
4/3/1998,1990,100,60,0,2871,12.55414302,4.5844384
4/4/1998,1777,38,60,0,1074,12.57651841,4.58769398
4/5/1998,1695,17,57,0,731,12.58776864,4.580082602
4/6/1998,1669,130,24,0,764,12.6029309,4.585457464
4/7/1998,2030,158,15,0,1369,12.6073843,4.590815954
4/8/1998,1989,162,34,0,1713,12.61524669,4.582195322
4/9/1998,2073,149,38,0,1004,12.62397478,4.578702454
4/10/1998,1936,92,0,0,780,12.61476054,4.576951303
4/11/1998,1988,66,40,0,766,12.61520962,4.579089611
4/12/1998,2263,85,15,0,762,12.62278226,4.580784544
4/13/1998,2021,117,16,0,761,12.63394148,4.595984574
4/14/1998,2291,239,11,0,758,12.65917705,4.611433996
4/15/1998,2241,336,22,0,761,12.67509251,4.611598018
4/16/1998,2237,408,16,0,609,12.68330335,4.614936951
4/17/1998,2046,478,26,0,101,12.68561169,4.617526715
4/18/1998,1748,320,16,0,847,12.76081202,4.606604902
4/19/1998,1964,309,19,0,847,12.7502583,4.603807966
4/20/1998,1939,429,29,0,847,12.74910485,4.604791891
4/21/1998,1882,492,30,0,1919,12.74914349,4.656342521
4/22/1998,1991,589,76,0,1919,12.74766209,4.648905678
4/23/1998,1703,622,45,0,1921,12.74761445,4.644317936
4/24/1998,1424,452,77,0,1942,12.74803241,4.644949914
4/25/1998,1531,289,77,0,1909,12.75236473,4.646956702
4/26/1998,1678,84,83,322,1916,12.75347264,4.649121263
4/27/1998,1772,223,52,189,1924,12.75633644,4.654842312
4/28/1998,1798,307,37,189,1924,12.75833546,4.65704216
4/29/1998,2076,433,30,0,1924,12.76017944,4.652288227
4/30/1998,2395,561,54,0,1924,12.76450135,4.638473018
5/1/1998,2564,599,46,0,1924,12.76896437,4.636960303
5/2/1998,2482,439,104,0,1924,12.7704765,4.634866107
5/3/1998,2686,432,135,0,1924,12.77079039,4.632684164
5/4/1998,2847,280,155,0,1921,12.77090907,4.673255676
5/5/1998,2901,263,193,0,1913,12.77274069,4.682221496
5/6/1998,2686,93,236,0,1913,12.77382274,4.68879502
5/7/1998,2766,110,200,474,1905,12.77411887,4.689706046
5/8/1998,966,100,205,474,1905,12.77437786,4.694397629
5/9/1998,1309,113,208,474,1905,12.77511017,4.694670668
5/10/1998,1036,84,193,474,1905,12.77721048,4.683119447
5/11/1998,1309,312,200,474,1905,12.77801342,4.681459906
5/12/1998,1309,335,195,474,1905,12.77817548,4.700689654
5/13/1998,1481,213,178,474,1905,12.77813668,4.714939458
5/14/1998,1285,268,164,474,1905,12.77813668,4.713914264
5/15/1998,1145,367,179,474,1905,12.77813668,4.71522703
5/16/1998,1227,404,176,474,1905,12.77813668,4.71432345
5/17/1998,1336,349,169,474,1905,12.77813668,4.710252149
5/18/1998,1282,368,197,474,1905,12.77813668,4.708910594
5/19/1998,1200,389,243,474,1905,12.77813668,4.701437057
5/20/1998,1282,350,273,474,1905,12.77813668,4.700271928
5/21/1998,1279,343,281,474,1905,12.77813668,4.697904822
5/22/1998,1391,327,386,474,1905,12.77813668,4.69516352
5/23/1998,1125,277,357,474,1905,12.77813668,4.693190388
5/24/1998,1300,279,345,474,1905,12.77813668,4.692930156
5/25/1998,1107,313,344,474,1905,12.77813668,4.695356541
5/26/1998,1602,414,399,474,1905,12.77813668,4.714135455
5/27/1998,1556,410,402,474,1905,12.77813668,4.710399168
5/28/1998,1802,369,354,474,1905,12.77813668,4.710310641
5/29/1998,1882,310,310,794,2040,12.77813668,4.722700117
5/30/1998,2018,304,327,697,1984,12.77813668,4.720158213
5/31/1998,2648,346,274,1000,2011,12.77813668,4.719077416
6/1/1998,2209,357,271,931,2010,12.77813668,4.71891738
6/2/1998,2318,495,243,843,2007,12.77813668,4.714805437
6/3/1998,2236,565,342,1184,2004,12.77813668,4.72361014
6/4/1998,2100,445,366,1021,2007,12.77813668,4.723502328
6/5/1998,1964,500,362,1258,2010,12.77813668,4.724291524
6/6/1998,1828,478,373,1940,2012,12.77813668,4.722972468
6/7/1998,1855,441,345,1766,2011,12.77813668,4.733542469
6/8/1998,1855,428,339,1257,2643,12.77813668,4.731984707
6/9/1998,1855,492,385,1260,2891,12.77813668,4.732355842
6/10/1998,1963,447,413,1079,2899,12.77813668,4.738339752
6/11/1998,1855,438,395,992,2896,12.77813668,4.756525259
6/12/1998,1855,527,397,961,2891,12.77813668,4.754640953
6/13/1998,1800,547,402,1096,2892,12.77813668,4.757095617
6/14/1998,1855,499,405,1223,2882,12.77813668,4.759027665
6/15/1998,2018,478,465,895,2822,12.77813668,4.757899419
6/16/1998,2070,653,482,769,2798,12.77813668,4.757730106
6/17/1998,1936,676,497,903,2791,12.77813668,4.757524687
6/18/1998,1913,670,522,1695,2811,12.77813668,4.757077921
6/19/1998,1856,588,564,1695,2811,12.77813668,4.756738898
6/20/1998,1824,339,535,2549,2862,12.77813668,4.756738898
6/21/1998,1584,526,530,2956,2794,12.77813668,4.756738898
6/22/1998,1638,667,561,3072,2791,12.77813668,4.756738898
6/23/1998,1663,691,552,3645,2796,12.77813668,4.756646854
6/24/1998,1558,649,564,3103,2774,12.77813668,4.756646854
6/25/1998,2266,627,572,4068,2848,12.77813668,4.756646854
6/26/1998,2603,699,580,5344,3727,12.77813668,4.756318688
6/27/1998,2235,786,569,4306,4269,12.77813668,4.756175931
6/28/1998,2345,675,536,4144,4278,12.77813668,4.756040383
6/29/1998,2480,707,527,4232,4305,12.77813668,4.755892755
6/30/1998,2456,748,509,4095,4403,12.77813668,4.751126705
7/1/1998,2021,742,524,3894,3910,12.77813668,4.748178571
7/2/1998,2048,689,519,4227,3753,12.77813668,4.747507828
7/3/1998,2095,672,502,3843,3794,12.79920712,4.747368288
7/4/1998,1855,671,486,3377,3675,12.82540792,4.73077521
7/5/1998,1694,656,491,2794,3681,12.85213992,4.768841435
7/6/1998,1827,719,499,2373,3682,12.87608808,4.809150035
7/7/1998,2106,760,540,1567,3682,12.90081624,4.850815235
7/8/1998,1934,781,563,735,3679,12.9256676,4.895226635
7/9/1998,1852,683,577,2240,3529,12.94840656,4.941624635
7/10/1998,2201,773,553,4179,3993,12.96995912,4.989495035
7/11/1998,1664,657,531,4241,4312,12.99082608,5.039306435
7/12/1998,1690,624,506,3410,4313,13.01124476,5.084564435
7/13/1998,1896,603,517,552,4295,13.02882036,5.121879035
7/14/1998,2514,760,490,548,4295,13.045279,5.159684795
7/15/1998,2509,726,490,3381,4295,13.06270144,5.197041215
7/16/1998,2508,628,504,4032,4261,13.07985224,5.230895255
7/17/1998,2561,772,506,4169,4254,13.09518184,5.263604075
7/18/1998,2678,814,502,4098,3666,13.11026644,5.296805915
7/19/1998,3210,850,495,4480,3421,13.126353,5.330090195
7/20/1998,2606,837,498,4605,3415,13.14181096,5.364868775
7/21/1998,2878,826,505,4790,3939,13.15609764,5.395341695
7/22/1998,2398,796,506,3529,4328,13.17022184,5.426547995
7/23/1998,3185,713,506,3777,4339,13.1839398,5.459413295
7/24/1998,3059,704,520,3796,4326,13.1974484,5.490388235
7/25/1998,2928,770,506,3805,4327,13.2125862,5.516602295
7/26/1998,3226,843,506,6517,4268,13.22580312,5.540191175
7/27/1998,2686,793,506,3744,4379,13.23987636,5.563788395
7/28/1998,2792,819,506,3708,4449,13.2526758,5.584304135
7/29/1998,2788,857,504,3495,4502,13.26587768,5.602985855
7/30/1998,2793,850,494,3892,4524,13.27818064,5.621179775
7/31/1998,2766,812,497,3783,4474,13.2902662,5.638438775
8/1/1998,2662,811,489,3756,4522,13.30157484,5.654474435
8/2/1998,2618,832,476,6562,4221,13.30157484,5.654474435
8/3/1998,2680,849,474,3790,4388,13.30157484,5.654474435
8/4/1998,2793,857,477,3759,4635,13.30157484,5.654474435
8/5/1998,2766,832,476,3804,4549,13.30157484,5.654474435
8/6/1998,2807,783,498,2877,4174,13.30157484,5.654474435
8/7/1998,2793,784,493,3793,4937,13.30157484,5.654474435
8/8/1998,4499,750,475,4497,4497,13.30157484,5.654474435
8/9/1998,4512,789,476,6660,4493,13.30157484,5.654474435
8/10/1998,2769,821,489,3791,4464,13.30157484,5.654474435
8/11/1998,2847,715,447,3944,4498,13.30157484,5.654474435
8/12/1998,2820,731,465,4131,4513,13.30157484,5.654474435
8/13/1998,2637,657,477,4002,4545,13.30157484,5.654474435
8/14/1998,2171,648,471,4016,4520,13.30157484,5.654474435
8/15/1998,4612,657,468,4034,4524,13.30157484,5.654474435
8/16/1998,5398,636,448,6725,4521,13.30157484,5.654474435
8/17/1998,3215,688,456,3850,4508,13.30157484,5.654474435
8/18/1998,2874,631,439,3837,4463,13.30157484,5.654474435
8/19/1998,3363,635,422,3662,4500,13.30157484,5.654474435
8/20/1998,3134,706,443,4084,3873,13.30157484,5.654474435
8/21/1998,3177,703,425,3920,3603,13.30157484,5.654474435
8/22/1998,2989,807,431,4086,3607,13.30157484,5.654474435
8/23/1998,2583,645,422,6067,3610,13.30157484,5.654474435
8/24/1998,2766,621,433,3766,4232,13.30157484,5.654474435
8/25/1998,2772,677,442,3647,4505,13.30157484,5.654474435
8/26/1998,3065,693,439,7076,4456,13.30157484,5.654474435
8/27/1998,3014,638,447,4109,4426,13.30157484,5.654474435
8/28/1998,2989,593,447,4129,4425,13.30157484,5.654474435
8/29/1998,2930,558,447,4079,4440,13.30157484,5.654474435
8/30/1998,2209,592,446,6031,4431,13.30157484,5.654474435
8/31/1998,2487,578,438,3769,4459,13.30157484,5.654474435
9/1/1998,2777,650,447,3525,4422,13.30157484,5.654474435
9/2/1998,2750,637,437,2505,4496,13.30157484,5.654474435
9/3/1998,2713,594,406,3452,4500,13.30157484,5.654474435
9/4/1998,2933,545,354,3452,4500,13.30157484,5.654474435
9/5/1998,2721,566,397,3452,4500,13.30157484,5.654474435
9/6/1998,2452,494,383,3452,4500,13.30157484,5.654474435
9/7/1998,2482,525,370,5601,4408,13.30157484,5.654474435
9/8/1998,2572,489,379,3091,4430,13.30157484,5.654474435
9/9/1998,2820,500,220,4025,4475,13.30157484,5.654474435
9/10/1998,2856,391,337,3396,4453,13.30157484,5.654474435
9/11/1998,2411,380,386,4004,4421,13.30157484,5.654474435
9/12/1998,2272,394,361,4876,4459,13.30157484,5.654474435
9/13/1998,2516,313,383,6272,4454,13.30157484,5.654474435
9/14/1998,1985,387,387,4213,4457,13.30157484,5.654474435
9/15/1998,1794,426,402,2865,4150,13.30157484,5.654474435
9/16/1998,1696,366,397,4337,4635,13.30157484,5.654474435
9/17/1998,2067,397,387,3379,4226,13.30157484,5.654474435
9/18/1998,1988,500,385,3479,4270,13.30157484,5.654474435
9/19/1998,1885,449,356,4906,4259,13.30157484,5.654474435
9/20/1998,1500,431,374,5760,4234,13.30157484,5.654474435
9/21/1998,2043,474,390,4226,4261,13.30157484,5.654474435
9/22/1998,2291,417,332,4241,4266,13.30157484,5.654474435
9/23/1998,2403,447,292,4480,4267,13.30157484,5.654474435
9/24/1998,2196,404,327,4268,4283,13.30157484,5.654474435
9/25/1998,2095,386,326,4268,4270,13.30157484,5.654474435
9/26/1998,1852,319,312,4268,4285,13.30157484,5.654474435
9/27/1998,1639,313,292,4268,4276,13.30157484,5.654474435
9/28/1998,2253,323,248,5551,4243,13.30157484,5.654474435
9/29/1998,2602,244,171,5061,4176,13.30157484,5.654474435
9/30/1998,2318,205,178,6534,4177,13.30157484,5.654474435
10/1/1998,2092,267,164,4910,4266,13.30157484,5.654474435
10/2/1998,2234,206,177,4913,4242,13.30157484,5.654474435
10/3/1998,2152,261,164,4910,4218,13.30157484,5.654474435
10/4/1998,2073,267,189,6390,4193,13.30157484,5.654474435
10/5/1998,1800,213,179,5032,4204,13.30157484,5.654474435
10/6/1998,1996,301,179,9994,4204,13.30157484,5.654474435
10/7/1998,2367,325,170,4984,4187,13.30157484,5.654474435
10/8/1998,2371,246,176,4835,4264,13.30157484,5.654474435
10/9/1998,2399,306,164,4936,4206,13.30157484,5.654474435
10/10/1998,2414,308,200,4430,4194,13.30157484,5.654474435
10/11/1998,2263,280,208,5151,4182,13.30157484,5.654474435
10/12/1998,2370,279,218,4607,4085,13.30157484,5.654474435
10/13/1998,2377,293,206,4581,4150,13.30157484,5.654474435
10/14/1998,2424,297,208,4976,4215,13.30157484,5.654474435
10/15/1998,2285,220,224,4819,4233,13.30157484,5.654474435
10/16/1998,2209,272,207,9541,8240,13.30157484,5.654474435
10/17/1998,2048,231,162,9872,8128,13.30157484,5.654474435
10/18/1998,1394,198,138,12711,8113,13.30157484,5.654474435
10/19/1998,1328,224,134,5075,4108,13.30157484,5.654474435
10/20/1998,1331,211,159,5072,4117,13.30157484,5.654474435
10/21/1998,1276,173,188,4965,4111,13.30157484,5.654474435
10/22/1998,1440,250,168,4726,4116,13.30157484,5.654474435
10/23/1998,1413,288,237,4450,4127,13.30157484,5.654474435
10/24/1998,1470,243,257,4317,3966,13.30157484,5.654474435
10/25/1998,1359,226,164,5667,4150,13.30157484,5.654474435
10/26/1998,1470,197,181,4259,3954,13.30157484,5.654474435
10/27/1998,1440,264,174,4176,4047,13.30157484,5.654474435
10/28/1998,1358,256,158,3656,4162,13.30157484,5.654474435
10/29/1998,1391,244,149,3844,4213,13.30157484,5.654474435
10/30/1998,1328,212,137,3966,4239,13.30157484,5.654474435
10/31/1998,1252,144,159,3669,4230,13.30157484,5.654474435
11/1/1998,1173,110,128,6336,4220,13.30157484,5.654474435
11/2/1998,1200,135,140,3949,4212,13.30157484,5.654474435
11/3/1998,1249,212,135,3407,4223,13.30157484,5.654474435
11/4/1998,1085,232,132,2452,4215,13.30157484,5.654474435
11/5/1998,1059,188,105,2876,4314,13.30157484,5.654474435
11/6/1998,1064,208,117,2997,2628,13.30157484,5.654474435
11/7/1998,975,151,135,3415,4138,13.30157484,5.654474435
11/8/1998,1319,77,84,4577,4137,13.30157484,5.654474435
11/9/1998,754,178,70,3407,4223,13.30157484,5.654474435
11/10/1998,769,188,70,1891,4237,13.30157484,5.654474435
11/11/1998,786,192,100,2497,4220,13.30157484,5.654474435
11/12/1998,709,161,89,2195,4132,13.30157484,5.654474435
11/13/1998,791,118,117,2284,4118,13.30157484,5.654474435
11/14/1998,791,113,163,1879,3639,13.30157484,5.654474435
11/15/1998,1064,101,159,1538,2793,13.30157484,5.654474435
11/16/1998,461,135,200,885,1938,13.30157484,5.654474435
11/17/1998,491,47,160,746,1048,13.30157484,5.654474435
11/18/1998,761,68,206,1017,227,13.30157484,5.654474435
11/19/1998,761,44,184,1304,0,13.30157484,5.654474435
11/20/1998,794,51,189,3215,0,13.30157484,5.654474435
11/21/1998,764,52,207,2733,0,13.30157484,5.654474435
11/22/1998,1009,70,189,3377,0,13.30157484,5.654474435
11/23/1998,548,44,179,890,0,13.30157484,5.654474435
11/24/1998,546,49,184,1575,0,13.30157484,5.654474435
11/25/1998,655,48,208,1150,0,13.30157484,5.654474435
11/26/1998,710,42,187,1462,0,13.30157484,5.654474435
11/27/1998,581,83,199,1511,0,13.30157484,5.654474435
11/28/1998,503,54,179,1532,0,13.30157484,5.654474435
11/29/1998,874,54,179,2221,0,13.30157484,5.654474435
11/30/1998,523,32,206,1429,0,13.30157484,5.654474435
12/1/1998,549,71,236,1316,0,13.30157484,5.654474435
12/2/1998,378,41,184,1736,0,13.30157484,5.654474435
12/3/1998,602,64,170,1869,0,13.30157484,5.654474435
12/4/1998,733,44,179,1955,0,13.30157484,5.654474435
12/5/1998,439,102,170,1936,0,13.30157484,5.654474435
12/6/1998,218,96,180,2951,0,13.30157484,5.654474435
12/7/1998,870,146,185,1938,0,13.30157484,5.654474435
12/8/1998,461,165,185,2954,0,13.30157484,5.654474435
12/9/1998,344,189,252,1959,0,13.30157484,5.654474435
12/10/1998,300,145,235,2267,0,13.30157484,5.654474435
12/11/1998,300,177,280,1972,0,13.30157484,5.654474435
12/12/1998,300,203,268,1940,0,13.30157484,5.654474435
12/13/1998,82,223,284,1952,0,13.30157484,5.654474435
12/14/1998,164,208,231,1953,0,13.30157484,5.654474435
12/15/1998,494,222,262,1949,0,13.30157484,5.654474435
12/16/1998,246,177,149,3522,0,13.30157484,5.654474435
12/17/1998,191,160,149,2522,0,13.30157484,5.654474435
12/18/1998,191,175,149,3205,0,13.30157484,5.654474435
12/19/1998,218,187,149,2749,0,13.30157484,5.654474435
12/20/1998,164,197,149,1301,0,13.30157484,5.654474435
12/21/1998,622,185,149,1309,440,13.30157484,5.654474435
12/22/1998,491,76,175,626,292,13.30157484,5.654474435
12/23/1998,352,37,302,3376,0,13.30157484,5.654474435
12/24/1998,346,63,301,3573,0,13.30157484,5.654474435
12/25/1998,320,41,298,2230,0,13.30157484,5.654474435
12/26/1998,351,62,298,848,0,13.30157484,5.654474435
12/27/1998,663,62,298,3296,0,13.30157484,5.654474435
12/28/1998,494,71,267,1810,0,13.30157484,5.654474435
12/29/1998,482,58,256,1684,0,13.30157484,5.654474435
12/30/1998,845,48,249,1828,0,13.30157484,5.654474435
12/31/1998,886,84,208,1950,0,13.30157484,5.654474435
1/1/1999,1255,58,149,1660,0,9.156743695,3.244465163
1/2/1999,1254,71,133,1662,0,9.060175473,3.219918437
1/3/1999,1306,86,140,1897,0,8.958991995,3.188517258
1/4/1999,0,77,133,662,0,8.919021252,3.182883593
1/5/1999,0,101,135,837,0,8.893216267,3.175513542
1/6/1999,27,60,140,391,1469,8.857782343,3.157637103
1/7/1999,0,13,145,202,2046,8.842504492,3.159519951
1/8/1999,0,120,140,204,2018,8.852870033,3.154450787
1/9/1999,0,175,137,204,1975,8.868517389,3.147504712
1/10/1999,0,142,143,661,1975,8.873766461,3.137122565
1/11/1999,0,43,245,491,1986,8.879774651,3.125313467
1/12/1999,0,0,225,202,1945,8.878030995,3.113710583
1/13/1999,0,0,247,203,3714,8.859817103,3.091678751
1/14/1999,0,0,85,2785,4431,8.843340736,3.077945002
1/15/1999,0,0,183,2477,4098,8.824084875,3.066830824
1/16/1999,0,2,149,2261,4064,8.816526566,3.058027443
