datetime,SOC_pump,CCA_pump,SOB_pump,HRO_pump,TRP_pump,DEL_SCINDEX,DEL_SJINDEX
3/20/2002,1636,422,233,5267,4181,7.115441989,2.836825369
3/21/2002,1642,352,153,5285,4201,7.102733912,2.805431203
3/22/2002,4115,314,281,5101,4211,7.089654327,2.78798054
3/23/2002,5425,141,285,1176,4232,7.096770032,2.79289569
3/24/2002,5586,111,293,1694,4230,7.125158571,2.807999671
3/25/2002,4644,229,299,1201,4219,7.127518078,2.828345504
3/26/2002,4727,251,298,1243,4214,7.108806053,2.812334035
3/27/2002,4695,245,319,1662,4231,7.092276802,2.809434463
3/28/2002,4700,243,318,1553,4201,7.080616689,2.79992419
3/29/2002,4808,167,333,1694,4205,7.069678233,2.788956696
3/30/2002,5372,158,369,3296,4198,7.058556622,2.781416231
3/31/2002,5801,105,357,5302,4186,7.04775182,2.775992189
4/1/2002,5092,263,369,3787,4213,7.022838831,2.763770769
4/2/2002,5098,346,369,3552,4244,7.013378283,2.752989119
4/3/2002,5047,346,419,3662,4248,7.007409196,2.74549474
4/4/2002,5071,359,440,3634,4240,6.999905316,2.735385277
4/5/2002,5313,357,489,4108,3157,6.991636132,2.724913071
4/6/2002,5404,338,566,4944,2758,6.982977019,2.710370775
4/7/2002,5130,149,566,4136,2681,6.975231033,2.701269017
4/8/2002,4005,244,561,4666,3040,6.970792542,2.693800515
4/9/2002,4061,240,543,4719,3408,6.966960743,2.685161921
4/10/2002,3942,217,536,3422,3400,6.958234982,2.67866118
4/11/2002,2394,268,519,3839,3394,6.953586588,2.675886935
4/12/2002,3792,236,243,3160,3392,6.949304877,2.672068594
4/13/2002,4354,185,531,3718,3402,6.942814296,2.667298764
4/14/2002,6005,104,545,4459,3433,6.934672087,2.65961118
4/15/2002,3951,139,371,408,1657,6.925538147,2.647642938
4/16/2002,3733,251,325,0,997,6.919746052,2.643014551
4/17/2002,3897,263,199,0,995,6.914273593,2.657639743
4/18/2002,3897,343,110,0,931,6.905330132,2.650507087
4/19/2002,4088,383,84,109,941,6.900944948,2.646369169
4/20/2002,4158,279,34,620,888,6.900295455,2.646782975
4/21/2002,5946,168,0,501,890,6.900231024,2.644938393
4/22/2002,4031,285,0,543,880,6.899954354,2.637583528
4/23/2002,3927,348,0,590,877,6.89967313,2.632509075
4/24/2002,4877,379,72,598,890,6.899364277,2.630121915
4/25/2002,4853,335,210,599,877,6.899023245,2.629536502
4/26/2002,4856,358,310,988,880,6.896851476,2.628869875
4/27/2002,5130,385,439,581,881,6.89382591,2.630450615
4/28/2002,6016,271,415,587,875,6.892003448,2.625308994
4/29/2002,5071,214,453,597,883,6.890705484,2.622126995
4/30/2002,5063,256,456,595,877,6.886871475,2.619517771
5/1/2002,4926,213,450,598,847,6.883267661,2.619902075
5/2/2002,4989,243,470,645,827,6.88188618,2.620164943
5/3/2002,5154,234,460,644,827,6.881576766,2.620489652
5/4/2002,5237,225,447,539,826,6.881312526,2.620318805
5/5/2002,6446,157,461,574,826,6.879136697,2.615211176
5/6/2002,5509,250,456,580,826,6.877838445,2.61214397
5/7/2002,5423,303,472,591,828,6.877485325,2.610442836
5/8/2002,2272,330,466,603,825,6.877177531,2.609219236
5/9/2002,5584,365,512,583,826,6.876261786,2.606644874
5/10/2002,5584,285,589,603,826,6.87188949,2.601884173
5/11/2002,5643,376,582,596,826,6.870662977,2.600085785
5/12/2002,7248,340,595,564,827,6.870526714,2.598978363
5/13/2002,4708,267,621,722,827,6.870459842,2.598710891
5/14/2002,5208,319,625,648,829,6.870459842,2.598007142
5/15/2002,5205,326,655,963,831,6.870459842,2.59779219
5/16/2002,5447,458,655,1354,831,6.870459842,2.597433245
5/17/2002,5589,358,642,528,830,6.870459842,2.596495512
5/18/2002,6151,640,655,320,832,6.870459842,2.589301161
5/19/2002,7735,540,655,321,830,6.870459842,2.588231617
5/20/2002,4802,406,654,324,828,6.870459842,2.612130593
5/21/2002,4805,464,648,421,829,6.870459842,2.643542761
5/22/2002,4808,410,648,371,831,6.870459842,2.642761038
5/23/2002,4587,439,626,324,900,6.870459842,2.641656216
5/24/2002,4808,434,644,329,918,6.870459842,2.642408829
5/25/2002,6475,493,631,1231,923,6.870459842,2.641992147
5/26/2002,6878,487,625,855,924,6.870459842,2.641441833
5/27/2002,6496,378,631,942,920,6.870459842,2.640294805
5/28/2002,5068,444,655,633,924,6.870459842,2.639720633
5/29/2002,5068,414,655,688,923,6.870459842,2.63966941
5/30/2002,5914,419,655,644,921,6.870459842,2.638750308
5/31/2002,5721,466,655,644,921,6.870459842,2.63811054
6/1/2002,5157,604,647,552,1584,6.870459842,2.640251023
6/2/2002,7735,365,553,1271,2540,6.870459842,2.627388026
6/3/2002,5208,382,571,1228,3387,6.870459842,2.626311276
6/4/2002,5299,502,589,1931,3597,6.870459842,2.625184555
6/5/2002,5345,425,595,1560,3578,6.870459842,2.625580393
6/6/2002,0,0,595,1909,3231,6.870459842,2.624799486
6/7/2002,4485,487,596,1957,2771,6.870459842,2.623822112
6/8/2002,4717,581,598,2664,2167,6.870459842,2.622896545
6/9/2002,6553,581,595,3096,1887,6.870459842,2.622334405
6/10/2002,4292,439,581,3077,1794,6.870459842,2.6219364
6/11/2002,4805,511,597,3449,1774,6.870459842,2.620579523
6/12/2002,5315,469,452,2393,1800,6.870459842,2.619914195
6/13/2002,5138,483,655,2424,1760,6.870459842,2.619682958
6/14/2002,4700,452,655,1726,1810,6.870459842,2.619306676
6/15/2002,5186,595,655,1739,1752,6.870459842,2.618768022
6/16/2002,6285,557,655,1916,1776,6.870459842,2.618685201
6/17/2002,4367,411,655,1908,1711,6.870459842,2.618625278
6/18/2002,4629,517,654,2423,1684,6.870459842,2.618384019
6/19/2002,4700,476,655,3368,1789,6.870459842,2.618210194
6/20/2002,4700,488,655,3066,1828,6.870459842,2.618210194
6/21/2002,4410,484,655,3223,1741,6.870459842,2.618210194
6/22/2002,5213,569,655,2360,1688,6.870459842,2.618210194
6/23/2002,6903,589,639,3842,2627,6.870459842,2.618157329
6/24/2002,5608,459,637,1096,4193,6.870459842,2.618157329
6/25/2002,5659,452,646,0,4320,6.870459842,2.618157329
6/26/2002,5435,474,655,541,3640,6.870459842,2.61797334
6/27/2002,5505,490,653,2407,3378,6.870459842,2.61789486
6/28/2002,5503,439,626,2620,3378,6.870459842,2.617203035
6/29/2002,5802,539,614,2512,0,6.870459842,2.617082818
6/30/2002,7413,555,580,2136,3383,6.870459842,2.616483659
7/1/2002,5586,470,615,5782,4037,6.870459842,2.616225348
7/2/2002,5315,492,655,5630,4343,6.870459842,2.616101701
7/3/2002,4907,468,655,4836,4360,6.870459842,2.616091453
7/4/2002,5828,604,655,5007,4367,6.870459842,2.610114216
7/5/2002,5745,455,643,4968,4356,6.870459842,2.610078195
7/6/2002,6502,577,625,4736,4349,6.870459842,2.609889352
7/7/2002,7735,581,625,5126,4328,6.870459842,2.609645035
7/8/2002,6470,424,629,4790,4324,6.870459842,2.609253495
7/9/2002,6631,434,630,5292,4319,6.870459842,2.610175622
7/10/2002,6557,508,609,5782,4330,6.870459842,2.61603074
7/11/2002,6905,518,541,5726,4356,6.870459842,2.615530829
7/12/2002,6768,516,563,6154,4337,6.870459842,2.615461239
7/13/2002,825,620,538,6581,4356,6.870459842,2.61533524
7/14/2002,7402,552,529,6304,4370,6.870459842,2.614907383
7/15/2002,5562,423,556,6280,4305,6.870459842,2.614640019
7/16/2002,5562,483,622,6392,4309,6.870459842,2.613863246
7/17/2002,5742,475,655,7087,4273,6.870459842,2.61355813
7/18/2002,5643,441,644,6384,4372,6.870459842,2.613448641
7/19/2002,5589,485,655,6198,4389,6.870459842,2.613416185
7/20/2002,6309,621,655,6056,4424,6.870459842,2.613330481
7/21/2002,7467,587,655,7351,4397,6.870459842,2.613330481
7/22/2002,5592,407,655,6610,4413,6.870459842,2.613330481
7/23/2002,5581,470,655,7327,4389,6.870459842,2.613183702
7/24/2002,5938,489,655,6980,4391,6.870459842,2.612054041
7/25/2002,6016,489,655,6979,4391,6.870459842,2.611890413
7/26/2002,5723,496,655,6974,4383,6.870459842,2.611832633
7/27/2002,6317,579,655,6985,4370,6.870459842,2.611800233
7/28/2002,6590,576,655,6981,4373,6.870459842,2.611800233
7/29/2002,4692,417,655,7095,4381,6.870459842,2.611711005
7/30/2002,4996,473,654,6941,4337,6.870459842,2.611666403
7/31/2002,4939,452,655,7561,4346,6.870459842,2.611660914
8/1/2002,5452,466,655,7489,4365,6.349420307,2.340154767
8/2/2002,5445,452,655,6546,4386,6.349420307,2.340154767
8/3/2002,5629,563,655,7129,4403,6.349420307,2.340154767
8/4/2002,6849,623,655,7099,4379,6.349420307,2.340154767
8/5/2002,4729,427,655,7213,4303,6.349420307,2.340154767
8/6/2002,5080,464,650,6789,4358,6.349420307,2.340154767
8/7/2002,5345,491,655,6519,4354,6.349420307,2.340154767
8/8/2002,5412,467,655,6998,4364,6.349420307,2.340154767
8/9/2002,5454,433,655,6943,4383,6.349420307,2.340154767
8/10/2002,5751,449,655,7102,4377,6.349420307,2.340154767
8/11/2002,6204,408,655,7089,4375,6.349420307,2.340154767
8/12/2002,4888,275,655,6949,4399,6.349420307,2.340154767
8/13/2002,5393,407,655,6385,4445,6.349420307,2.340154767
8/14/2002,5286,369,655,6415,4355,6.349420307,2.340154767
8/15/2002,5313,381,655,6215,4334,6.349420307,2.340154767
8/16/2002,4931,408,654,6763,4344,6.349420307,2.340154767
8/17/2002,5549,520,655,6832,4247,6.349420307,2.340154767
8/18/2002,7440,400,655,7019,4304,6.349420307,2.340154767
8/19/2002,4359,340,655,6909,4257,6.349420307,2.340154767
8/20/2002,4211,365,655,6985,4282,6.349420307,2.340154767
8/21/2002,4219,423,655,6997,4238,6.349420307,2.340154767
8/22/2002,4214,454,655,7273,4359,6.349420307,2.340154767
8/23/2002,4209,474,655,7731,4322,6.349420307,2.340154767
8/24/2002,5329,511,655,7280,4269,6.349420307,2.340154767
8/25/2002,6338,507,655,7222,4281,6.349420307,2.340154767
8/26/2002,4783,374,655,7024,4296,6.349420307,2.340154767
8/27/2002,4757,427,636,6224,4330,6.349420307,2.340154767
8/28/2002,4865,472,632,5191,4267,6.349420307,2.340154767
8/29/2002,4810,376,655,4595,4283,6.349420307,2.340154767
8/30/2002,4810,370,634,5560,4274,6.349420307,2.340154767
8/31/2002,4843,491,639,6229,4274,6.349420307,2.340154767
9/1/2002,5801,503,625,6206,4256,6.349420307,2.340154767
9/2/2002,5801,425,625,5951,4306,6.349420307,2.340154767
9/3/2002,3955,353,614,4947,4245,6.349420307,2.340154767
9/4/2002,3892,443,625,4083,4237,6.349420307,2.340154767
9/5/2002,4881,412,624,3809,4274,6.349420307,2.340154767
9/6/2002,4426,338,638,4142,3789,6.349420307,2.340154767
9/7/2002,6169,461,625,3615,4363,6.349420307,2.340154767
9/8/2002,7305,392,625,3902,4371,6.349420307,2.340154767
9/9/2002,5219,252,634,5020,4004,6.349420307,2.340154767
9/10/2002,5097,288,655,4913,3985,6.349420307,2.340154767
9/11/2002,4856,256,632,5475,4506,6.349420307,2.340154767
9/12/2002,5149,289,569,5705,4300,6.349420307,2.340154767
9/13/2002,4853,257,565,5090,4333,6.349420307,2.340154767
9/14/2002,6285,329,565,5310,4297,6.349420307,2.340154767
9/15/2002,7091,303,657,6242,4320,6.349420307,2.340154767
9/16/2002,4483,215,553,4808,4296,6.349420307,2.340154767
9/17/2002,4641,273,541,4722,3911,6.349420307,2.340154767
9/18/2002,4824,338,566,4891,3987,6.349420307,2.340154767
9/19/2002,4832,299,554,3881,4388,6.349420307,2.340154767
9/20/2002,4560,245,566,4234,4399,6.349420307,2.340154767
9/21/2002,6983,331,566,3011,4353,6.349420307,2.340154767
9/22/2002,7088,280,565,2903,4371,6.349420307,2.340154767
9/23/2002,4278,215,565,2985,4343,6.349420307,2.340154767
9/24/2002,4665,223,565,2825,4376,6.349420307,2.340154767
9/25/2002,4614,238,566,2798,4473,6.349420307,2.340154767
9/26/2002,4786,302,545,2633,4371,6.349420307,2.340154767
9/27/2002,4786,265,371,2726,4352,6.349420307,2.340154767
9/28/2002,7735,392,146,2716,4445,6.349420307,2.340154767
9/29/2002,7091,275,308,1945,4369,6.349420307,2.340154767
9/30/2002,4786,244,320,2452,4315,6.349420307,2.340154767
10/1/2002,4974,271,345,2485,4327,6.349420307,2.340154767
10/2/2002,4931,298,178,2285,4323,6.349420307,2.340154767
10/3/2002,4759,327,325,1836,4313,6.349420307,2.340154767
10/4/2002,3905,291,357,1974,4289,6.349420307,2.340154767
10/5/2002,6333,231,357,1359,4313,6.349420307,2.340154767
10/6/2002,7225,173,319,1249,4298,6.349420307,2.340154767
10/7/2002,4389,144,357,992,4275,6.349420307,2.340154767
10/8/2002,4115,208,336,867,4270,6.349420307,2.340154767
10/9/2002,3970,284,357,921,4432,6.349420307,2.340154767
10/10/2002,3569,326,313,921,4351,6.349420307,2.340154767
10/11/2002,3841,317,332,916,4225,6.349420307,2.340154767
10/12/2002,4233,374,345,837,4300,6.349420307,2.340154767
10/13/2002,5347,388,323,1111,4254,6.349420307,2.340154767
10/14/2002,3115,283,339,500,4301,6.349420307,2.340154767
10/15/2002,3226,375,305,905,4292,6.349420307,2.340154767
10/16/2002,3089,392,152,908,4200,6.349420307,2.340154767
10/17/2002,2817,349,193,915,4189,6.349420307,2.340154767
10/18/2002,2594,265,240,1172,4341,6.349420307,2.340154767
10/19/2002,3736,332,357,1060,4278,6.349420307,2.340154767
10/20/2002,4673,209,357,1050,4246,6.349420307,2.340154767
10/21/2002,3551,184,357,1581,4293,6.349420307,2.340154767
10/22/2002,3712,165,357,2251,3770,6.349420307,2.340154767
10/23/2002,3618,224,357,1952,4494,6.349420307,2.340154767
10/24/2002,3508,219,357,2018,4291,6.349420307,2.340154767
10/25/2002,3588,190,357,1764,4286,6.349420307,2.340154767
10/26/2002,4246,195,357,1775,4301,6.349420307,2.340154767
10/27/2002,5076,121,372,2411,4511,6.349420307,2.340154767
10/28/2002,3755,96,333,2834,4217,6.349420307,2.340154767
10/29/2002,3674,44,241,4465,2210,6.349420307,2.340154767
10/30/2002,3250,0,167,4147,2203,6.349420307,2.340154767
10/31/2002,2954,0,0,4117,2098,6.349420307,2.340154767
11/1/2002,3623,0,0,3919,2106,6.349420307,2.340154767
11/2/2002,4681,0,80,1409,4367,6.349420307,2.340154767
11/3/2002,5960,0,149,1931,4255,6.349420307,2.340154767
11/4/2002,4708,19,158,3441,2076,6.349420307,2.340154767
11/5/2002,4934,25,149,3399,1593,6.349420307,2.340154767
11/6/2002,5210,20,168,1595,2367,6.349420307,2.340154767
11/7/2002,5453,19,179,1599,4223,6.349420307,2.340154767
11/8/2002,3762,50,206,1590,2873,6.349420307,2.340154767
11/9/2002,6482,42,208,1513,1345,6.349420307,2.340154767
11/10/2002,7896,87,208,1566,1056,6.349420307,2.340154767
11/11/2002,4534,104,187,2792,3139,6.349420307,2.340154767
11/12/2002,4528,209,177,3807,4335,6.349420307,2.340154767
11/13/2002,4374,186,194,4972,4247,6.349420307,2.340154767
11/14/2002,4722,193,179,5388,4273,6.349420307,2.340154767
11/15/2002,4343,132,160,5765,4256,6.349420307,2.340154767
11/16/2002,5240,185,132,5400,4253,6.349420307,2.340154767
11/17/2002,6443,158,119,5644,4271,6.349420307,2.340154767
11/18/2002,4837,139,49,4790,4269,6.349420307,2.340154767
11/19/2002,4937,199,30,4030,4015,6.349420307,2.340154767
11/20/2002,5063,174,30,4439,4077,6.349420307,2.340154767
11/21/2002,5170,185,30,3529,4449,6.349420307,2.340154767
11/22/2002,5087,191,30,2915,4237,6.349420307,2.340154767
11/23/2002,6500,217,30,2939,4236,6.349420307,2.340154767
11/24/2002,7735,238,30,2599,4200,6.349420307,2.340154767
11/25/2002,4982,173,30,2487,4228,6.349420307,2.340154767
11/26/2002,4770,199,22,2244,4250,6.349420307,2.340154767
11/27/2002,4603,168,40,2156,4205,6.349420307,2.340154767
11/28/2002,6387,182,30,2151,4205,6.349420307,2.340154767
11/29/2002,4679,162,30,2155,4249,6.349420307,2.340154767
11/30/2002,5272,146,30,2151,4279,6.349420307,2.340154767
12/1/2002,6279,129,30,1638,4292,6.349420307,2.340154767
12/2/2002,4877,134,30,1938,4286,6.349420307,2.340154767
12/3/2002,4692,129,30,1925,4284,6.349420307,2.340154767
12/4/2002,5127,174,47,1854,4284,6.349420307,2.340154767
12/5/2002,5106,218,30,1845,3664,6.349420307,2.340154767
12/6/2002,5208,159,30,1847,3405,6.349420307,2.340154767
12/7/2002,6177,169,30,1814,2904,6.349420307,2.340154767
12/8/2002,7735,181,30,2231,2716,6.349420307,2.340154767
12/9/2002,4644,141,30,1959,2719,6.349420307,2.340154767
12/10/2002,4880,211,30,1885,2729,6.349420307,2.340154767
12/11/2002,4002,201,30,1881,2716,6.349420307,2.340154767
12/12/2002,3741,184,0,1883,2716,6.349420307,2.340154767
12/13/2002,3277,162,30,2903,2718,6.349420307,2.340154767
12/14/2002,4512,163,29,3275,3411,6.349420307,2.340154767
12/15/2002,6526,147,35,4357,3712,6.349420307,2.340154767
12/16/2002,4134,118,64,4410,3435,6.349420307,2.340154767
12/17/2002,1451,113,59,4105,2997,6.349420307,2.340154767
12/18/2002,0,144,30,7117,3562,6.349420307,2.340154767
12/19/2002,89,123,103,7064,3777,6.349420307,2.340154767
12/20/2002,1773,122,123,7060,3795,6.349420307,2.340154767
12/21/2002,2910,105,150,7038,3783,6.349420307,2.340154767
12/22/2002,5021,78,159,7267,3798,6.349420307,2.340154767
12/23/2002,3951,105,179,7408,3791,6.349420307,2.340154767
12/24/2002,3500,71,212,7191,3802,6.349420307,2.340154767
12/25/2002,8084,92,185,7528,3792,6.349420307,2.340154767
12/26/2002,3967,44,177,7358,3794,6.349420307,2.340154767
12/27/2002,4244,50,175,4504,2538,6.349420307,2.340154767
12/28/2002,6118,46,179,3967,2039,6.349420307,2.340154767
12/29/2002,8111,61,179,4026,2045,6.349420307,2.340154767
12/30/2002,5210,31,179,4038,2015,6.349420307,2.340154767
12/31/2002,4152,52,179,4914,3630,6.349420307,2.340154767
1/1/2003,7735,40,179,5015,4213,8.652820705,3.404723469
1/2/2003,2351,56,212,5057,4207,8.656520886,3.406167457
1/3/2003,2130,43,201,7230,4222,8.591054875,3.352842284
1/4/2003,2539,46,193,7249,4202,8.580815505,3.277703638
1/5/2003,3868,44,214,7318,4201,8.597311738,3.271589609
1/6/2003,2048,52,185,7242,4195,8.569929495,3.254585703
1/7/2003,1846,48,243,7237,4225,8.56260869,3.241874186
1/8/2003,1822,41,268,7186,4252,8.561753126,3.231614501
1/9/2003,1549,67,259,7187,4248,8.554620122,3.218820685
1/10/2003,603,56,149,7199,4206,8.5453671,3.21832454
1/11/2003,818,51,127,7173,4194,8.552125835,3.218387723
1/12/2003,1309,87,146,7160,4247,8.5485436,3.206115115
1/13/2003,510,48,138,7003,4251,8.563976213,3.212986326
1/14/2003,1006,88,134,7123,4255,8.566156068,3.212543053
1/15/2003,1489,82,119,2429,4266,8.560692111,3.217578759
1/16/2003,1301,64,119,2396,4259,8.58042785,3.217792423
1/17/2003,1145,77,119,2453,4269,8.573187228,3.221044941
1/18/2003,1473,63,110,2262,4273,8.566280368,3.222137324
1/19/2003,1445,77,82,2360,4275,8.568438967,3.226091714
1/20/2003,1165,44,0,2289,4236,8.563249675,3.21817348
1/21/2003,1197,59,0,7048,4261,8.541757682,3.207026025
1/22/2003,1525,61,0,7096,4250,8.513300746,3.179990049
1/23/2003,1800,58,0,7167,4252,8.493007192,3.162303413
1/24/2003,1639,55,0,7266,4267,8.452501044,3.130443664
1/25/2003,1612,68,0,4773,4306,8.427036558,3.109083775
1/26/2003,1745,72,0,4634,4305,8.420075046,3.082085031
1/27/2003,1167,44,0,4584,4300,8.349264669,3.056602545
1/28/2003,1552,127,0,4613,4324,8.311810329,3.031982517
1/29/2003,2261,161,0,7196,4306,8.282525773,3.014832718
1/30/2003,2662,153,0,7203,4310,8.26657924,3.00501194
1/31/2003,2182,136,0,7127,4306,8.250910168,2.999419149
2/1/2003,2566,129,0,7147,4310,8.225410016,2.98883523
2/2/2003,3089,141,0,7158,4297,8.196870638,2.979497707
2/3/2003,2010,81,0,7131,4286,8.170154663,2.96874248
2/4/2003,1988,132,0,6886,4275,8.104498102,2.948996171
2/5/2003,1999,154,0,7058,4276,8.069372088,2.937792122
2/6/2003,1849,147,49,7144,4279,8.029402373,2.934427834
2/7/2003,1822,177,237,7344,4262,7.979427053,2.927152238
2/8/2003,2125,303,357,7355,4306,7.906685781,2.909509998
2/9/2003,2209,131,346,7230,4280,7.848705525,2.884760617
2/10/2003,1849,143,357,7318,4286,7.795917449,2.859120316
2/11/2003,1964,245,357,7186,4308,7.767104582,2.839230136
2/12/2003,1827,228,357,7158,4326,7.749604536,2.827654632
2/13/2003,1645,211,357,7121,4342,7.751276865,2.850755758
2/14/2003,1306,183,357,534,3820,7.74387903,2.855241105
2/15/2003,1118,240,357,495,3604,7.724663352,2.839056536
2/16/2003,1094,0,357,7654,4191,7.722975828,2.855039702
2/17/2003,1118,122,357,7140,4344,7.696491891,2.85146649
2/18/2003,1173,107,357,7139,4333,7.662867355,2.847411666
2/19/2003,1006,122,357,7103,4353,7.633861614,2.83222564
2/20/2003,1115,107,357,7118,4287,7.610056747,2.83439577
2/21/2003,1115,155,357,7135,4289,7.591090874,2.818399657
2/22/2003,1115,134,357,7176,4305,7.570501748,2.803293562
2/23/2003,1603,47,357,7208,4325,7.541131669,2.78431484
2/24/2003,1036,0,357,7242,4339,7.511419565,2.764593378
2/25/2003,1964,144,357,7149,4358,7.496402823,2.750986536
2/26/2003,1795,193,357,3954,4365,7.489339163,2.739383386
2/27/2003,4348,201,357,3006,4364,7.505295372,2.738586192
2/28/2003,4596,185,357,4546,4337,7.497163445,2.717780284
3/1/2003,4996,180,357,7595,4345,7.470029268,2.695970184
3/2/2003,6855,193,357,7189,4294,7.451712104,2.690586638
3/3/2003,3629,194,358,7188,4311,7.42349476,2.680111736
3/4/2003,4289,214,403,7227,4320,7.400010942,2.659257469
3/5/2003,5286,164,415,7177,4308,7.395206147,2.63469361
3/6/2003,4789,159,419,7213,4301,7.404009185,2.628708807
3/7/2003,4942,195,431,7136,4297,7.374175565,2.615299909
3/8/2003,6065,195,416,5914,4300,7.344316364,2.602133754
3/9/2003,8031,155,462,5442,4318,7.327456785,2.59250961
3/10/2003,5106,145,409,5356,4279,7.323461076,2.586202931
3/11/2003,5186,227,365,4273,4365,7.323568216,2.578778104
3/12/2003,4875,186,402,6101,4419,7.314623108,2.577052082
3/13/2003,5774,181,492,5959,4402,7.319290455,2.578469134
3/14/2003,6014,201,493,5560,4344,7.305466899,2.572234069
3/15/2003,6218,141,492,5275,4305,7.272522667,2.63264204
3/16/2003,8057,126,506,4843,4288,7.247698696,2.679736175
3/17/2003,5369,198,517,6475,4349,7.241242165,2.687175732
3/18/2003,5033,366,534,6637,4368,7.218623939,2.68603277
3/19/2003,5001,373,519,6514,4352,7.203827071,2.68635622
3/20/2003,5243,349,512,6471,4328,7.192734586,2.682315939
3/21/2003,4385,314,506,6158,4334,7.182542643,2.655491413
3/22/2003,652,344,506,5060,4338,7.166615383,2.639252591
3/23/2003,4512,299,506,6752,4341,7.149766914,2.626277018
3/24/2003,3156,269,515,6515,4283,7.134813591,2.621302912
3/25/2003,3921,385,516,6517,4442,7.119269949,2.608558048
3/26/2003,5409,443,527,6496,4427,7.100021523,2.588329432
3/27/2003,7896,449,512,6544,4429,7.086812479,2.580784486
3/28/2003,7359,379,508,6474,4424,7.075143386,2.571539156
3/29/2003,7574,567,506,6043,4406,7.062717182,2.563201463
3/30/2003,7824,545,506,6479,4387,7.045513913,2.555507223
3/31/2003,7628,376,504,5281,4351,7.028237241,2.549690582
4/1/2003,7896,456,390,5415,3638,7.00134184,2.537249755
4/2/2003,7840,419,272,5397,3346,6.988762478,2.551257092
4/3/2003,6524,292,102,4961,2910,6.984177387,2.564854295
4/4/2003,5960,300,375,5578,2756,6.975354891,2.564910428
4/5/2003,6073,197,529,5542,2706,6.974265749,2.579241333
4/6/2003,6876,133,498,4385,2658,6.973659832,2.571963528
4/7/2003,4410,94,537,4854,2740,6.97543487,2.57174028
4/8/2003,4339,188,541,5401,2718,6.974519336,2.565606098
4/9/2003,5503,235,536,4391,2749,6.971777712,2.55728535
4/10/2003,5506,239,531,5087,2749,6.967582293,2.551492019
4/11/2003,4842,264,516,3996,3212,6.964120633,2.549531168
4/12/2003,5374,236,520,4117,3405,6.960922633,2.548204815
4/13/2003,5138,146,512,4357,3411,6.968744037,2.586281494
4/14/2003,5122,146,522,4547,3410,7.003169886,2.703812858
4/15/2003,6263,252,506,577,1606,7.001115885,2.70800179
4/16/2003,5268,266,494,0,858,6.997578115,2.707132639
4/17/2003,5227,305,540,1251,859,7.000265153,2.723736543
4/18/2003,5294,261,554,667,860,7.004170524,2.733738699
4/19/2003,4939,187,550,632,858,7.00527231,2.735103302
4/20/2003,6075,207,537,632,859,7.006048444,2.732696976
4/21/2003,4945,243,440,636,859,7.005949847,2.74346
4/22/2003,4719,412,324,636,860,7.011064028,2.771946382
4/23/2003,4996,390,298,277,857,7.016074371,2.774752117
4/24/2003,4675,433,313,277,858,7.020215727,2.773766436
4/25/2003,5509,411,354,503,856,7.052747069,2.792034519
4/26/2003,6338,641,322,412,859,7.105305885,2.809514115
4/27/2003,7896,424,327,407,853,7.131771972,2.807973268
4/28/2003,5462,273,304,411,857,7.147589183,2.828616775
4/29/2003,5347,314,286,637,857,7.197573958,2.848629398
4/30/2003,5584,334,253,412,857,7.24075074,2.852118993
5/1/2003,5127,329,268,553,854,7.256990296,2.852589427
5/2/2003,5665,302,278,619,858,7.260084772,2.851895893
5/3/2003,6715,385,225,674,857,7.264654536,2.868464421
5/4/2003,7869,322,157,674,862,7.298766731,2.941758526
5/5/2003,5968,237,172,657,858,7.316579951,2.945745056
5/6/2003,6077,322,179,658,854,7.320661272,2.942843336
5/7/2003,5807,334,179,671,857,7.325022833,2.940232285
5/8/2003,5842,280,171,633,860,7.338700683,2.95736977
5/9/2003,5721,264,207,644,855,7.409320357,2.997254481
5/10/2003,6125,281,208,12,853,7.423342458,3.001798895
5/11/2003,8057,244,212,1883,854,7.423836044,3.001268677
5/12/2003,5962,212,238,1224,855,7.425005869,3.000385027
5/13/2003,6074,281,242,0,732,7.424937886,2.9982144
5/14/2003,5968,309,296,311,860,7.424937886,2.996566465
5/15/2003,5863,291,305,61,859,7.424937886,2.996184553
5/16/2003,5935,353,312,221,859,7.424937886,2.994878748
5/17/2003,6361,251,327,0,860,7.424937886,2.992066717
5/18/2003,8084,209,331,1761,861,7.424937886,2.983568136
5/19/2003,5194,264,386,0,1447,7.424937886,2.980743624
5/20/2003,5265,338,447,91,1690,7.424937886,2.979997636
5/21/2003,4891,406,476,418,1690,7.424937886,2.978606279
5/22/2003,4990,507,502,629,1687,7.424937886,2.975828156
5/23/2003,4845,516,505,564,1690,7.424937886,2.974529259
5/24/2003,5111,566,447,251,1691,7.424937886,2.974162148
5/25/2003,6043,568,442,244,1692,7.424937886,2.973865622
5/26/2003,6258,390,417,232,1690,7.424937886,2.973418371
5/27/2003,4630,397,403,233,1745,7.424937886,2.972285426
5/28/2003,5108,432,433,324,3100,7.424937886,2.9723911
5/29/2003,4880,489,526,2539,3619,7.424937886,2.970544249
5/30/2003,5468,458,530,3873,3892,7.424937886,2.968225051
5/31/2003,5907,526,518,6622,4386,7.441036267,2.96737212
6/1/2003,7735,460,495,6747,4386,7.475542067,2.967000386
6/2/2003,5962,390,511,6480,4389,7.492342267,2.954357523
6/3/2003,5342,470,554,6480,4426,7.509291707,2.953463918
