datetime,realization,ORO_snow,SHA_snow,FOL_snow,YRS_snow,MHB_snow,PAR_snow,NHG_snow,NML_snow,DNP_snow,EXC_snow,MIL_snow,PFT_snow,KWH_snow,SUC_snow,ISB_snow,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_storage,SHA_storage,FOL_storage,YRS_storage,MHB_storage,PAR_storage,NHG_storage,NML_storage,DNP_storage,EXC_storage,MIL_storage,PFT_storage,KWH_storage,SUC_storage,ISB_storage,ORO_inf,SHA_inf,FOL_inf,YRS_inf,MHB_inf,PAR_inf,NHG_inf,NML_inf,DNP_inf,EXC_inf,MIL_inf,PFT_inf,KWH_inf,SUC_inf,ISB_inf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf,ORO_evap,SHA_evap,FOL_evap,YRS_evap,MHB_evap,PAR_evap,NHG_evap,NML_evap,DNP_evap,EXC_evap,MIL_evap,PFT_evap,KWH_evap,SUC_evap,ISB_evap,ORO_precip,SHA_precip,FOL_precip,YRS_precip,MHB_precip,PAR_precip,NHG_precip,NML_precip,DNP_precip,EXC_precip,MIL_precip,PFT_precip,KWH_precip,SUC_precip,ISB_precip,ORO_fci,SHA_fci,FOL_fci,YRS_fci,MHB_fci,PAR_fci,NHG_fci,NML_fci,DNP_fci,EXC_fci,MIL_fci,PFT_fci,KWH_fci,SUC_fci,ISB_fci,ORO_gains,SHA_gains,FOL_gains,YRS_gains,MHB_gains,PAR_gains,NHG_gains,NML_gains,DNP_gains,EXC_gains,MIL_gains,PFT_gains,KWH_gains,SUC_gains,ISB_gains,SAC_gains,SJ_gains,EAST_gains,delta_depletions,OMR,SL_storage,SLS_storage,SLF_storage,SLS_out,SLF_out,CCC_pump,BRK_pump,HRO_pump,TRP_pump,delta_inflow,vernalis_inflow,EDM_pump,LAP_pump,SOB_pump
12/15/1997,1,4.55,2.56,3.64,3.64,6.28,6.28,6.28,12.09,36.59,5.54,1.52,2.02,16.09,16.09,3.83,1128.1,5784.5,575.67,723.21,64.617,26.307,38.97,193.35,0,111.1,554.52,318.09,54.238,37.384,295.32,1.34E+06,1.68E+06,2.12E+05,4.46E+05,0,1.80E+05,95665,1.04E+06,1.03E+06,2.38E+05,2.33E+05,1.71E+05,10205,4444,55726,225,2494,706,185.73,25,96,0,470,162,56,110,208,51,16,154,3509,3008,1500,868,25,256,26,10,162,225,444,121,16,20,32,27,14,6,0,0,9.4406,4.2336,12,12.48,6.8611,5,11.287,3.6773,4.6321,34.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.15E+05,200,0,0,70,1.147,0,0,0,85,1.46E+05,0,0,0,-2512,1600,0,-349,0,-75,0,222,-1,-19,-206,0,0,0,0,638,350,232,-2200,-2517,5.51E+05,2.74E+05,3.29E+05,916.96,370.54,100,65,3041,992,9443,949,4072,71,327
12/16/1997,1,4.55,2.56,3.64,3.64,6.4,6.4,6.4,12.09,36.59,5.54,1.56,2.02,16.09,16.09,4.03,1438.8,5418.9,534.08,723.21,62.744,52.615,57.156,204.87,124.45,146.54,342.07,407.57,61.125,37.384,394.09,1.33E+06,1.69E+06,2.11E+05,4.44E+05,0,1.80E+05,95600,1.04E+06,1.03E+06,2.38E+05,2.33E+05,1.71E+05,10276,4450,56002,1836,5001,655,185.73,24,192,0,498,162,61,449,220,53,15,182,3619,3190,1132,866,24,256,26,145,162,230,444,121,16,11,32,32,22,7,0,0,13.374,5.9976,17,17.68,9.7199,3,11.287,3.6773,4.6321,34.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.19E+05,200,0,0,70,1.1393,0,0,0,85,1.46E+05,0,0,0,-2622,1396,0,-342,0,-77,0,86,-1,-28,-203.5,0,0,0,0,950,359,229,-2194,-3026,5.54E+05,2.74E+05,3.29E+05,916.96,370.54,111,55,2349,987,9371,953,3001,19,472
12/17/1997,1,4.55,2.56,3.64,3.64,6.4,6.4,6.4,12.21,36.62,5.54,1.6,2.02,16.09,16.09,4.13,2162.2,5423.9,357.14,723.21,60.871,77.004,39.836,236.54,690.52,185.81,620.79,586.55,108.48,39.992,320.74,1.33E+06,1.69E+06,2.09E+05,4.44E+05,0,1.80E+05,95535,1.05E+06,1.03E+06,2.38E+05,2.33E+05,1.71E+05,10359,4471,56224,357,3789,438,185.73,25,281,0,575,162,56,106,180,59,18,158,3626,3065,1403,861,25,256,26,184,162,225,444,117,16,7,32,23,14,4,0,0,13.374,5.9976,17,17.68,9.7199,9,9.4059,4.2902,5.4041,45.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.21E+05,200,0,0,70,1.0992,0,0,0,85,1.46E+05,0,0,0,-2629,1576,0,-322,0,-77,0,45,-1,-28,-203,0,0,0,0,543,344,230,-2197,-1808,5.58E+05,2.74E+05,3.29E+05,916.96,370.54,104,57,1708,984,9284,931,3206,16,32
12/18/1997,1,4.55,2.56,3.76,3.76,6.52,6.52,6.52,12.45,36.7,5.57,1.6,2.02,16.09,16.09,4.2,2913.1,4802.3,335.13,723.21,59.935,80.84,44.166,147.27,439.71,109.19,618.84,665.41,354.7,37.384,215.13,1.32E+06,1.68E+06,2.08E+05,4.42E+05,0,1.80E+05,95448,1.05E+06,1.03E+06,2.37E+05,2.32E+05,1.71E+05,10443,4494,56447,0,1140,411,185.73,25,295,0,358,162,75,360,201,60,19,151,717,3033,1277,838,25,256,26,147,162,269,444,115,17,7,33,45,22,4,0,0,18.881,8.4672,24,24.96,13.722,5,9.4059,2.4515,3.088,17.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.17E+05,200,0,0,70,1.0552,0,0,0,85,1.46E+05,0,0,0,284,1620,0,-287,0,-86,0,81,0,-65,-205.75,0,0,0,0,572,322,221,-2147,-2117,5.60E+05,2.74E+05,3.29E+05,916.96,370.54,107,57,263,985,9191,916,3236,49,33
12/19/1997,1,4.56,2.56,3.76,3.76,6.52,6.52,6.52,12.46,37.1,5.66,1.6,2.03,16.09,16.09,4.41,2024.6,4704.7,306.59,723.21,59.935,81.662,45.898,200.34,407.8,90.988,586.68,436.81,305.63,45.208,266.96,1.32E+06,1.68E+06,2.06E+05,4.39E+05,0,1.80E+05,95383,1.05E+06,1.03E+06,2.37E+05,2.32E+05,1.71E+05,10523,4520,56753,794,1557,376,185.73,27,298,0,487,162,24,274,232,57,20,194,621,3223,1193,800,27,256,26,169,162,230,439,115,17,7,33,36,14,3,0,0,14.948,6.7032,19,19.76,10.863,3,1.8812,1.2258,1.544,20.797,0,0,0,0,0,0,0,0.010504,0,0,0,0,0,0,0,3.5,1.14E+05,200,0,0,70,1.013,0,0,0,85,1.46E+05,0,0,0,368,1446,0,-248,-1,-82,0,60,-1,-23,-71,0,0,0,0,1612,296,226,-2147,-2727,5.61E+05,2.74E+05,3.29E+05,916.96,370.54,104,47,2650,989,10134,893,3293,0,178
12/20/1997,1,4.56,2.56,3.76,3.76,6.62,6.62,6.62,12.46,37.1,5.69,1.6,2.03,16.09,16.09,4.73,5474.7,5310.4,431.34,723.21,59.935,65.768,34.64,183.89,407.16,116.85,392.75,449.22,0,36.515,246.43,1.32E+06,1.68E+06,2.04E+05,4.38E+05,0,1.80E+05,95361,1.05E+06,1.03E+06,2.37E+05,2.31E+05,1.72E+05,10607,4556,56977,714,1648,529,185.73,27,240,20,447,162,63,294,210,59,21,152,620,3469,1346,776,27,256,26,316,162,244,570,113,17,2,33,36,55,3,0,0,14.948,6.7032,19,19.76,10.863,9,7.5247,3.0644,3.86,20.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.12E+05,200,0,0,70,0.97792,0,0,0,85,1.46E+05,0,0,0,361,1132,0,-235,0,-80,0,-85,-1,-38,-128.37,0,0,0,0,713,283,229,-2147,-1693,5.64E+05,2.74E+05,3.29E+05,916.96,370.54,101,53,2372,984,9292,881,3177,0,178
12/21/1997,1,4.56,2.56,3.88,3.88,6.84,6.84,6.84,12.77,37.1,5.69,1.6,2.03,16.09,16.09,4.73,10277,4644.9,534.9,66.168,58.998,37.269,45.898,194.17,123.81,130.26,639.31,299.48,105.03,36.515,205.35,1.33E+06,1.67E+06,2.03E+05,4.38E+05,0,1.80E+05,95274,1.05E+06,1.03E+06,2.36E+05,2.31E+05,1.72E+05,10680,4594,57231,1538,2084,656,185.73,28,136,0,472,163,66,157,227,55,20,167,855,3209,1308,757,28,256,26,273,163,162,644,105,17,0,32,36,44,3,0,0,9.4406,4.2336,12,12.48,6.8611,8,9.4059,3.6773,4.6321,20.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.10E+05,200,0,0,70,0.9388,0,0,0,85,1.46E+05,0,0,0,121,1424,0,-224,0,-82,0,-42,-1,42,-203.5,0,0,0,0,1061,293,228,-2100,-1906,5.68E+05,2.74E+05,3.29E+05,916.96,370.54,96,63,2118,984,9629,890,4897,68,152
12/22/1997,1,4.56,2.56,4,4,6.84,6.84,6.84,12.89,37.1,5.69,1.6,2.03,16.09,16.09,4.85,6125.3,4390.9,475.37,66.168,58.062,32.61,28.578,198.7,123.81,131.21,456.09,288.85,26.688,36.515,551.52,1.32E+06,1.67E+06,2.02E+05,4.37E+05,0,1.79E+05,95252,1.05E+06,1.03E+06,2.36E+05,2.30E+05,1.72E+05,10742,4633,57484,739,2751,583,696.94,27,119,20,483,162,19,343,211,49,21,167,874,3170,1276,745,27,256,26,166,162,249,643,112,17,0,32,45,25,5,0,0,14.948,6.7032,19,19.76,10.863,5,11.287,4.2902,5.4041,24.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.10E+05,200,0,0,70,0.90125,0,0,0,85,1.46E+05,0,0,0,105,1488,0,-219,0,-75,0,58,0,-45,-284.5,0,0,0,0,1256,306,234,-2100,-1906,5.72E+05,2.74E+05,3.29E+05,916.96,370.54,94,57,1990,982,9825,896,4939,19,179
12/23/1997,1,4.56,2.56,4,4,6.84,6.84,6.84,13.01,37.1,5.7,1.6,2.03,16.09,16.09,4.85,3958.7,4457.7,296.8,66.168,57.125,28.774,35.506,209.8,0,110.14,341.09,312.77,116.22,34.776,301.19,1.32E+06,1.67E+06,2.00E+05,4.37E+05,0,1.79E+05,95166,1.05E+06,1.03E+06,2.36E+05,2.29E+05,1.72E+05,10805,4669,57738,1230,2558,364,696.94,26,105,0,510,556,55,72,189,50,19,170,1775,3692,1324,738,26,256,26,530,163,297,559,113,17,0,32,27,14,7,0,0,13.374,5.9976,17,17.68,9.7199,10,11.287,4.2902,5.4041,31.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.10E+05,200,0,0,70,0.8652,0,0,0,85,1.46E+05,0,0,0,-791,958,0,-216,0,-78,0,-299,0,-93,-325.5,0,0,0,0,1076,299,230,-2042,-1906,5.73E+05,2.74E+05,3.29E+05,916.96,370.54,102,54,1918,980,9683,897,2735,28,154
12/24/1997,1,4.56,2.56,4,4,6.84,6.84,6.84,13.01,37.1,5.7,1.6,2.03,16.09,16.09,4.85,3015.2,4068.2,287.02,66.168,57.125,30.144,27.712,177.3,125.09,137.92,306.01,372.13,128.28,38.253,304.12,1.32E+06,1.67E+06,1.98E+05,4.37E+05,0,1.78E+05,95101,1.05E+06,1.03E+06,2.35E+05,2.29E+05,1.72E+05,10863,4705,57994,534,2781,352,696.94,25,110,0,431,339,64,404,234,48,19,170,3273,3393,1235,737,25,256,26,556,339,245,440,111,17,0,32,4,11,7,0,0,18.881,8.4672,24,24.96,13.722,5,11.287,4.2902,5.4041,27.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.10E+05,200,0,0,70,0.86877,0,0,0,85,1.46E+05,0,0,0,-2294,1255,0,-212,0,-81,0,-325,-176,-40,-208,0,0,0,0,1099,304,226,-2050,-2561,5.76E+05,2.74E+05,3.29E+05,916.96,370.54,99,45,1352,980,9615,903,2560,91,89
12/25/1997,1,4.68,2.56,4,4,6.96,6.96,6.96,13.01,37.15,5.7,1.6,2.03,16.09,16.09,4.85,2523.5,4553.3,230.76,66.168,57.125,24.115,35.506,184.71,123.17,85.242,371.31,322.52,105.89,33.037,303.14,1.31E+06,1.67E+06,1.96E+05,4.36E+05,0,1.78E+05,95057,1.05E+06,1.03E+06,2.35E+05,2.28E+05,1.73E+05,10922,4739,58221,557,1768,283,696.94,24,88,10,449,168,46,107,200,48,18,159,3358,3198,1370,734,24,256,26,14,168,143,440,111,17,0,32,31,19,7,0,0,18.881,8.4672,24,24.96,13.722,13,11.287,4.2902,5.4041,38.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.08E+05,200,0,0,70,0.88311,0,0,0,85,1.46E+05,0,0,0,-2377,1417,0,-208,0,-77,0,217,-7,62,-208,0,0,0,0,1094,313,229,-2000,-2724,5.83E+05,2.74E+05,3.29E+05,916.96,370.54,94,47,1941,980,9725,910,2688,0,89
12/26/1997,1,4.68,2.56,4,4,6.96,6.96,6.96,13.25,37.16,5.7,1.6,2.03,16.09,16.09,4.85,2108.9,7427.1,260.93,66.168,56.189,16.99,25.98,176.48,130.83,95.777,549.65,335.81,93.84,33.906,309.01,1.31E+06,1.67E+06,1.94E+05,4.35E+05,0,1.77E+05,94992,1.05E+06,1.03E+06,2.34E+05,2.28E+05,1.73E+05,10981,4775,58450,450,2416,320,696.94,24,62,1,429,272,24,453,223,48,20,160,3400,3271,1409,729,24,256,26,553,272,411,440,111,17,0,32,67,22,5,0,0,20.455,9.1728,26,27.04,14.866,10,13.168,4.9031,6.1761,38.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.07E+05,200,0,0,70,0.88597,0,0,0,85,1.46E+05,0,0,0,-2417,1354,0,-205,0,-82,0,-320,-109,-206,-91,0,0,0,0,805,308,224,-2000,-1974,5.85E+05,2.74E+05,3.29E+05,916.96,370.54,91,54,1964,980,9479,909,2186,0,89
12/27/1997,1,4.68,2.56,4.12,4.12,6.96,6.96,6.96,13.37,37.16,5.7,1.6,2.03,16.09,16.09,4.85,2065.4,11967,351.43,66.168,56.189,18.36,25.98,151.8,122.53,0,383.98,406.69,83.509,33.906,454.71,1.30E+06,1.66E+06,1.92E+05,4.34E+05,0,1.77E+05,94906,1.05E+06,1.03E+06,2.34E+05,2.27E+05,1.73E+05,11033,4812,58707,685,2947,431,696.94,24,67,0,369,510,70,122,179,45,20,172,3278,3363,1313,726,24,256,26,537,510,215,557,115,17,0,33,45,14,7,0,0,14.948,6.7032,19,19.76,10.863,9,11.287,4.9031,6.1761,27.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.08E+05,200,0,0,70,0.85053,0,0,0,85,1.46E+05,0,0,0,-2286,1282,0,-207,0,-81,0,-303,-348,-18,-126.5,0,0,0,0,683,318,225,-1950,-1823,5.90E+05,2.74E+05,3.29E+05,916.96,370.54,87,56,1910,982,9288,911,2372,90,89
12/28/1997,1,4.68,2.56,4.12,4.12,7.08,7.08,7.08,13.37,37.16,5.7,1.6,2.03,16.09,16.09,4.85,1777.9,11021,489.24,1026.3,55.252,12.606,35.506,181.42,123.17,80.453,361.56,314.54,84.37,30.429,370.62,1.30E+06,1.66E+06,1.91E+05,4.34E+05,0,1.76E+05,94841,1.05E+06,1.03E+06,2.33E+05,2.27E+05,1.73E+05,11089,4852,58937,1351,3506,600,696.94,24,46,0,441,551,0,373,215,47,21,160,3227,3325,1232,725,24,256,26,534,158,225,639,115,17,0,33,27,16,4,0,0,14.948,6.7032,19,19.76,10.863,10,11.287,3.6773,4.6321,34.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.09E+05,200,0,0,70,0.81651,0,0,0,85,1.46E+05,0,0,0,-2243,1342,0,-205,0,-82,0,-297,5,-34,-211.12,0,0,0,0,528,305,224,-1950,-1654,5.92E+05,2.74E+05,3.29E+05,916.96,370.54,84,56,1466,984,9051,896,2475,63,117
12/29/1997,1,4.68,2.56,4.12,4.12,7.08,7.08,7.08,13.37,37.16,5.7,1.6,2.03,16.09,16.09,4.85,1626.1,11971,516.96,1026.3,54.316,17.264,25.114,169.49,122.53,125.47,345.97,268.47,76.622,32.168,369.64,1.29E+06,1.67E+06,1.90E+05,4.37E+05,0,1.76E+05,94776,1.05E+06,1.03E+06,2.33E+05,2.26E+05,1.73E+05,11137,4895,59138,1170,7151,634,77.085,24,63,0,412,234,37,129,203,43,23,144,3165,3031,1102,724,24,256,26,12,234,234,638,115,17,0,33,40,11,8,0,0,20.455,9.1728,26,27.04,14.866,9,11.287,4.2902,5.4041,31.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.18E+05,200,0,0,70,0.78385,0,0,0,85,1.46E+05,0,0,0,-2174,1619,0,-203,0,-77,0,219,-71,-39,-337,0,0,0,0,677,307,229,-1900,-1414,5.99E+05,2.74E+05,3.29E+05,916.96,370.54,85,65,1452,985,9066,896,3458,0,179
12/30/1997,1,4.68,2.56,4.12,4.12,7.32,7.32,7.32,13.49,37.16,5.75,1.6,2.03,16.09,16.09,4.97,1518.7,16531,293.54,1026.3,53.379,16.442,25.114,178.13,0,97.693,360.59,256.06,77.483,32.168,309.99,1.29E+06,1.67E+06,1.88E+05,4.32E+05,0,1.76E+05,94733,1.05E+06,1.03E+06,2.32E+05,2.25E+05,1.73E+05,11185,4932,59340,1202,3696,360,77.085,24,60,11,433,289,51,400,181,44,22,145,3416,3187,1069,723,24,256,26,217,289,341,513,139,18,3,33,45,63,6,0,0,22.815,10.231,29,30.16,16.581,12,15.049,5.5159,6.9481,31.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.20E+05,200,0,0,70,0.7525,0,0,0,85,1.46E+05,0,0,0,-2433,1502,0,-201,0,-78,0,13,-126,-148,-286,0,0,0,0,388,320,228,-1850,-802,6.01E+05,2.74E+05,3.29E+05,916.96,370.54,91,56,1454,986,8785,906,2327,89,358
12/31/1997,1,4.68,2.56,4.12,4.12,7.32,7.32,7.32,13.49,37.16,5.75,1.6,2.03,16.09,16.09,4.97,827.24,14187,320.45,1026.3,54.316,17.264,25.114,186.35,405.89,57.466,443.42,386.31,72.317,31.298,225.89,1.29E+06,1.67E+06,1.87E+05,4.31E+05,0,1.75E+05,94668,1.05E+06,1.03E+06,2.32E+05,2.25E+05,1.73E+05,11233,4967,59600,1834,2817,393,77.085,24,63,1,453,559,51,84,196,44,20,174,3455,2941,1050,725,24,256,26,166,165,272,439,141,17,1,33,31,24,6,0,0,18.881,8.4672,24,24.96,13.722,13,16.931,5.5159,6.9481,31.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.19E+05,200,0,0,70,0.7224,0,0,0,85,1.46E+05,0,0,0,-2468,1764,0,-204,0,-78,0,66,-1,-82,-213.12,0,0,0,0,358,330,228,-1800,-1014,6.04E+05,2.74E+05,3.29E+05,916.96,370.54,85,56,1137,861,8765,916,3175,46,352
1/1/1998,1,4.68,2.56,4.12,4.12,7.32,7.32,7.32,13.53,37.16,5.75,1.6,2.03,16.09,16.09,4.97,2115.3,11029,744.08,1049.3,24.228,158.1,1308.9,302.49,54.89,115.32,473.5,217.29,38.271,38.865,182.12,1.28E+06,1.67E+06,1.85E+05,4.31E+05,0,1.75E+05,94603,1.05E+06,1.03E+06,2.32E+05,2.25E+05,1.74E+05,11277,5001,59833,989,456,299,77.085,24,58,0,422,165,48,407,214,41,18,160,3312,3087,1326,724,24,256,26,60,165,153,439,150,18,0,33,67,22,6,0,0,18.881,8.4672,24,24.96,13.722,2,13.168,4.2902,5.4041,31.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.14E+05,200,0,0,70,0.6935,0,0,0,85,1.49E+05,0,0,0,-2322,1582,0,-203,-1,-77,0,176,-1,37,-212,0,0,0,0,289,323,228,-1700,-1997,6.09E+05,2.82E+05,3.33E+05,716.53,590.65,79,50,1883,801,8936,913,3634,30,327
1/2/1998,1,4.68,2.56,4.12,4.12,7.32,7.32,7.32,14.02,37.16,5.75,1.6,2.03,16.09,16.09,4.97,1407.3,10403,836.48,1049.3,23.762,158.1,641.75,276.68,54.89,65.112,310.94,264.77,37.643,38.285,194.39,1.28E+06,1.66E+06,1.83E+05,4.30E+05,0,1.74E+05,94517,1.05E+06,1.03E+06,2.31E+05,2.24E+05,1.74E+05,11322,5033,60037,1400,1389,305,77.085,24,61,0,386,165,34,97,250,42,19,145,3373,3230,1147,724,24,257,26,106,165,324,458,150,18,2,33,81,15,5,0,0,13.374,5.9976,17,17.68,9.7199,12,13.168,4.2902,5.4041,31.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.11E+05,200,0,0,70,0.70394,0,0,0,85,1.49E+05,0,0,0,-2390,1335,0,-200,0,-79,0,130,0,-140,-231,0,0,0,0,687,321,228,-1650,-1142,6.09E+05,2.82E+05,3.33E+05,716.53,590.65,85,55,812,801,9040,906,2567,73,327
1/3/1998,1,4.68,2.56,4.12,4.12,7.32,7.32,7.32,14.43,37.16,5.75,1.6,2.03,16.09,16.09,4.97,2545.4,8442.7,760.15,1049.3,23.296,142.34,323.81,265.93,55.223,60.406,178.07,233.38,40.153,37.705,198.16,1.28E+06,1.66E+06,1.81E+05,4.29E+05,0,1.74E+05,94452,1.05E+06,1.03E+06,2.31E+05,2.24E+05,1.74E+05,11366,5061,60154,419,1354,266,77.085,24,69,0,371,166,38,353,205,41,18,164,1135,3086,1274,724,24,255,26,274,166,399,477,153,18,4,98,36,24,5,0,0,17.308,7.7616,22,22.88,12.579,10,11.287,3.6773,4.6321,24.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.08E+05,200,0,0,70,0.70579,0,0,0,85,1.49E+05,0,0,0,-156,1450,0,-203,0,-82,0,-43,-1,-227,-251.92,0,0,0,0,376,336,223,-1600,-904,6.10E+05,2.82E+05,3.33E+05,716.53,590.65,81,56,1174,799,8813,904,1711,57,327
1/4/1998,1,4.68,2.56,4.12,4.12,7.44,7.44,7.44,14.43,37.18,5.75,1.6,2.03,16.09,16.09,4.97,2191.4,6611.9,691.41,877.14,23.296,116.08,249.46,248.01,105.79,65.112,294.08,250.28,49.564,40.605,274.59,1.28E+06,1.66E+06,1.80E+05,4.28E+05,0,1.73E+05,94387,1.05E+06,1.03E+06,2.30E+05,2.23E+05,1.74E+05,11415,5087,60066,1885,890,557,77.085,24,112,0,346,318,40,200,230,44,18,166,1009,2944,1047,723,24,255,26,287,318,402,477,155,18,4,202,22,19,5,0,0,17.308,7.7616,22,22.88,12.579,8,11.287,3.6773,4.6321,27.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.05E+05,200,0,0,70,0.67755,0,0,0,85,1.49E+05,0,0,0,9,1514,0,-204,0,-79,0,-53,-153,-224,-231.25,0,0,0,0,746,307,226,-1550,-1759,6.10E+05,2.82E+05,3.33E+05,716.53,590.65,70,57,1179,801,8898,884,2017,53,327
1/5/1998,1,4.68,2.56,4.12,4.12,7.44,7.44,7.44,14.43,37.18,5.75,1.6,2.03,16.09,16.09,4.97,1558.4,6940.8,749.89,877.14,22.83,200.12,198.59,240.84,87.159,60.406,264.4,250.28,50.191,93.972,301.96,1.28E+06,1.66E+06,1.78E+05,4.28E+05,0,1.73E+05,94344,1.05E+06,1.03E+06,2.30E+05,2.22E+05,1.74E+05,11460,5115,60008,1184,2158,515,214.27,24,92,10,336,262,49,76,220,42,19,183,970,2641,1408,722,24,255,26,12,262,223,477,155,18,3,202,54,19,7,0,0,18.881,8.4672,24,24.96,13.722,15,13.168,3.6773,4.6321,27.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.04E+05,200,0,0,70,0.65045,0,0,0,85,1.49E+05,0,0,0,22,1775,0,-206,0,-76,0,222,-96,-41,-200.08,0,0,0,0,649,288,229,-1396,-1729,6.17E+05,2.82E+05,3.33E+05,716.53,590.65,82,56,1115,799,9080,870,2626,59,327
1/6/1998,1,4.68,2.56,4.12,4.12,7.44,7.44,7.44,14.43,37.18,5.75,1.6,2.03,16.09,16.09,4.97,2810.7,6379.7,730.25,877.14,22.83,137.09,132.07,253.74,195.61,65.112,198.98,161.76,50.191,59.747,258.55,1.28E+06,1.66E+06,1.76E+05,4.26E+05,0,1.72E+05,94279,1.05E+06,1.03E+06,2.30E+05,2.22E+05,1.74E+05,11509,5135,59920,1434,3423,240,214.27,24,41,0,354,588,10,220,201,44,17,161,889,2837,1205,724,24,256,26,360,195,219,462,162,18,6,196,49,38,7,0,0,24.388,10.937,31,32.24,17.725,7,9.4059,3.6773,4.6321,34.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.05E+05,200,0,0,70,0.62443,0,0,0,85,1.49E+05,0,0,0,109,1588,0,-210,0,-79,0,-131,-29,-35,-171.79,0,0,0,0,779,287,227,-1419,-1593,6.17E+05,2.82E+05,3.33E+05,716.53,590.65,81,55,1139,797,9014,866,1040,10,327
1/7/1998,1,4.68,2.56,4.12,4.12,7.56,7.56,7.56,14.55,37.18,5.75,1.6,2.03,16.09,16.09,4.97,2058.8,6541.4,690.52,877.14,22.364,184.36,144.79,259.48,55.223,65.112,160.53,132.79,47.682,48.146,258.55,1.28E+06,1.66E+06,1.75E+05,4.23E+05,0,1.73E+05,94236,1.05E+06,1.03E+06,2.29E+05,2.21E+05,1.74E+05,11550,5151,59862,1528,2725,390,214.27,24,62,10,362,166,42,64,171,40,16,163,839,2603,937,726,24,256,26,143,166,216,448,167,18,7,184,45,26,4,0,0,24.388,10.937,31,32.24,17.725,7,9.4059,3.6773,4.6321,27.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.05E+05,200,0,0,70,0.59946,0,0,0,85,1.49E+05,0,0,0,124,1564,0,-211,-1,-91,0,79,0,-31,-151.46,0,0,0,0,1069,247,214,-1373,-1593,6.18E+05,2.82E+05,3.33E+05,716.53,590.65,79,61,1668,797,8685,820,0,70,315
1/8/1998,1,4.68,2.56,4.12,4.12,7.56,7.56,7.56,14.55,37.18,5.75,1.6,2.03,16.09,16.09,4.97,2583.4,6351.6,639.63,877.14,22.364,207.47,138.92,210.74,186.29,83.94,250.24,216.48,50.818,44.665,195.33,1.28E+06,1.66E+06,1.75E+05,4.22E+05,0,1.71E+05,94172,1.05E+06,1.03E+06,2.29E+05,2.20E+05,1.74E+05,11596,5173,59775,1959,3107,340,214.27,23,51,0,294,560,0,19,182,42,18,160,849,2759,629,728,23,255,26,235,166,266,448,166,18,6,189,40,17,5,0,0,17.308,7.7616,22,22.88,12.579,8,11.287,3.6773,4.6321,51.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.06E+05,200,0,0,70,0.57548,0,0,0,85,1.49E+05,0,0,0,-23,1158,0,-213,0,-84,0,-27,0,-85,-151.46,0,0,0,0,1612,218,220,-1372,-1593,6.20E+05,2.82E+05,3.33E+05,716.53,590.65,85,57,1403,797,8492,773,1018,64,332
