datetime,ORO_cdf_inf,SHA_cdf_inf,FOL_cdf_inf,ORO_cdf_snow,SHA_cdf_snow,FOL_cdf_snow,cdf_year,cdf_month,cdf_day
8/26/2012,337,2220,1135,114.63,80.24,98.97,2012,8,26
8/27/2012,529,3388,1458,114.63,80.24,98.97,2012,8,27
8/28/2012,535,4605,1831,114.63,80.24,98.97,2012,8,28
8/29/2012,702,2691,1555,114.63,80.24,98.97,2012,8,29
8/30/2012,1004,2257,1826,114.63,80.24,98.97,2012,8,30
8/31/2012,343,2767,1318,114.63,80.24,98.97,2012,8,31
9/1/2012,433,2601,1409,114.63,80.24,98.97,2012,9,1
9/2/2012,836,2545,1476,114.63,80.24,98.97,2012,9,2
9/3/2012,662,2250,1839,114.63,80.24,98.97,2012,9,3
9/4/2012,614,2571,1860,114.63,80.24,98.97,2012,9,4
9/5/2012,248,957,1242,114.63,80.24,98.97,2012,9,5
9/6/2012,553,2559,1967,114.77,80.24,99.1,2012,9,6
9/7/2012,524,1543,1779,114.77,80.24,99.1,2012,9,7
9/8/2012,589,1385,1837,114.77,80.24,99.1,2012,9,8
9/9/2012,398,2878,1369,114.77,80.24,99.1,2012,9,9
9/10/2012,649,2606,1308,114.77,80.24,99.1,2012,9,10
9/11/2012,468,2643,1363,114.77,80.24,99.1,2012,9,11
9/12/2012,603,3104,1524,114.77,80.24,99.1,2012,9,12
9/13/2012,728,3246,1320,114.77,80.24,99.1,2012,9,13
9/14/2012,585,2877,1603,114.77,80.24,99.1,2012,9,14
9/15/2012,1309,2703,1235,114.77,80.24,99.1,2012,9,15
9/16/2012,963,2660,988,114.77,80.24,99.1,2012,9,16
9/17/2012,933,2840,1013,114.77,80.24,99.1,2012,9,17
9/18/2012,1847,3830,882,114.77,80.24,99.1,2012,9,18
9/19/2012,1799,2756,810,114.77,80.24,99.1,2012,9,19
9/20/2012,815,2871,902,114.77,80.24,99.1,2012,9,20
9/21/2012,1674,3456,1012,114.77,80.24,99.1,2012,9,21
9/22/2012,1615,3108,1059,114.77,80.24,99.1,2012,9,22
9/23/2012,1974,3370,1104,114.77,80.24,99.1,2012,9,23
9/24/2012,2157,3636,868,114.77,80.24,99.1,2012,9,24
9/25/2012,1897,1880,1100,114.77,80.24,99.1,2012,9,25
9/26/2012,1685,2412,1021,114.77,80.24,99.1,2012,9,26
9/27/2012,2424,3598,1669,114.77,80.24,99.1,2012,9,27
9/28/2012,1996,2983,1447,114.77,80.24,99.1,2012,9,28
9/29/2012,1925,2674,1179,114.77,80.24,99.1,2012,9,29
9/30/2012,2165,2356,1198,114.77,80.24,99.1,2012,9,30
10/1/2012,2586,2861,1341,0,0,0,2012,10,1
10/2/2012,1608,1650,1456,0,0,0,2012,10,2
10/3/2012,1575,2289,997,0,0,0,2012,10,3
10/4/2012,360,2105,842,0,0,0,2012,10,4
10/5/2012,647,2804,436,0,0,0,2012,10,5
10/6/2012,1772,1585,1010,0,0,0,2012,10,6
10/7/2012,2063,2486,1012,0,0,0,2012,10,7
10/8/2012,1421,2709,978,0,0,0,2012,10,8
10/9/2012,2044,2049,1752,0,0,0,2012,10,9
10/10/2012,2061,2421,925,0,0,0,2012,10,10
10/11/2012,1543,2285,607,0,0,0,2012,10,11
10/12/2012,2170,2785,1045,0,0,0,2012,10,12
10/13/2012,1865,2514,835,0,0,0,2012,10,13
10/14/2012,1100,2754,939,0,0,0,2012,10,14
10/15/2012,1739,2648,948,0,0,0,2012,10,15
10/16/2012,2213,2659,977,0,0.02,0,2012,10,16
10/17/2012,1657,2469,893,0,0.02,0,2012,10,17
10/18/2012,1940,2714,965,0,0.02,0,2012,10,18
10/19/2012,1841,2564,1018,0,0.02,0,2012,10,19
10/20/2012,2175,2224,729,0,0.02,0,2012,10,20
10/21/2012,1608,2343,739,0,0.02,0,2012,10,21
10/22/2012,2918,3351,1226,3.16,1.58,3.69,2012,10,22
10/23/2012,2397,3331,1280,4.64,1.63,6.56,2012,10,23
10/24/2012,2625,3320,859,5.9,2.38,7.72,2012,10,24
10/25/2012,2213,3675,1209,6.41,2.45,8.15,2012,10,25
10/26/2012,2250,3180,1177,6.41,2.45,8.15,2012,10,26
10/27/2012,1639,3368,985,6.41,2.45,8.15,2012,10,27
10/28/2012,2258,3456,882,6.41,2.45,8.15,2012,10,28
10/29/2012,2074,3382,998,6.41,2.45,8.15,2012,10,29
10/30/2012,1812,3455,961,6.41,2.45,8.15,2012,10,30
10/31/2012,2862,3246,1049,7.36,2.77,8.35,2012,10,31
11/1/2012,2125,3475,1070,8.42,3.63,9.74,2012,11,1
11/2/2012,2589,2220,635,8.42,3.63,9.98,2012,11,2
11/3/2012,1988,2980,1049,8.42,3.63,9.98,2012,11,3
11/4/2012,2430,2825,620,8.42,3.63,9.98,2012,11,4
11/5/2012,1954,2672,453,8.42,3.63,9.98,2012,11,5
11/6/2012,1948,3489,558,8.42,3.63,9.98,2012,11,6
11/7/2012,2413,4808,421,8.42,3.63,9.98,2012,11,7
11/8/2012,2154,3684,572,8.81,3.63,10.66,2012,11,8
11/9/2012,2013,3949,525,9.67,4.54,11.6,2012,11,9
11/10/2012,2283,2364,1229,9.85,4.54,12.49,2012,11,10
11/11/2012,3115,2863,1086,9.89,4.54,12.53,2012,11,11
11/12/2012,1402,3732,977,9.89,4.54,12.54,2012,11,12
11/13/2012,2632,4131,993,9.89,4.54,12.54,2012,11,13
11/14/2012,2181,3487,810,9.89,4.55,12.54,2012,11,14
11/15/2012,2087,2359,726,9.89,4.55,12.54,2012,11,15
11/16/2012,2688,2650,888,10.85,4.58,12.96,2012,11,16
11/17/2012,6672,6383,1677,16.95,7.8,16.1,2012,11,17
11/18/2012,6075,3383,3012,18.89,8.9,19.18,2012,11,18
11/19/2012,2791,4171,2108,19,9.97,19.67,2012,11,19
11/20/2012,5429,16098,1404,22.36,12.83,20.37,2012,11,20
11/21/2012,8419,13913,2415,23.91,17.11,22.6,2012,11,21
11/22/2012,4862,6842,2847,23.93,17.13,22.95,2012,11,22
11/23/2012,3690,5431,1565,23.93,17.13,22.95,2012,11,23
11/24/2012,2435,5396,1511,23.93,17.13,22.95,2012,11,24
11/25/2012,2709,3812,1477,23.93,17.13,22.95,2012,11,25
11/26/2012,2520,4951,1269,23.93,17.13,22.95,2012,11,26
11/27/2012,2617,4892,1408,23.93,17.13,22.95,2012,11,27
11/28/2012,3883,7895,2734,25.35,18.3,24.36,2012,11,28
11/29/2012,5698,18740,3415,29.26,23.28,27.38,2012,11,29
11/30/2012,42777,43591,19621,37.51,29.1,34.84,2012,11,30
12/1/2012,39306,43296,18465,44.73,34.78,39.9,2012,12,1
12/2/2012,75258,74894,32162,51.22,41.95,44.78,2012,12,2
12/3/2012,28191,29776,15556,56.39,41.95,46.76,2012,12,3
12/4/2012,18042,21292,7998,57.87,42.82,47.83,2012,12,4
12/5/2012,23986,21341,10646,61.74,44.69,50.09,2012,12,5
12/6/2012,16997,17774,10462,61.75,44.69,50.62,2012,12,6
12/7/2012,11994,15581,6999,61.75,44.69,50.62,2012,12,7
12/8/2012,9572,13379,5467,61.75,44.69,50.62,2012,12,8
12/9/2012,8703,11630,4845,61.75,44.69,50.62,2012,12,9
12/10/2012,6979,9721,4040,61.75,44.69,50.62,2012,12,10
12/11/2012,6668,7855,4089,61.86,44.82,50.79,2012,12,11
12/12/2012,6651,7504,3823,62.86,44.88,52.01,2012,12,12
12/13/2012,6600,7856,4076,62.91,44.88,52.37,2012,12,13
12/14/2012,4706,5731,3846,62.91,44.9,52.46,2012,12,14
12/15/2012,5147,5801,3797,63.09,45.01,52.64,2012,12,15
12/16/2012,3807,5586,3190,65.02,46.22,53.59,2012,12,16
12/17/2012,11226,8235,5159,67.83,47.25,55.69,2012,12,17
12/18/2012,8418,7599,6615,68.32,47.25,56.89,2012,12,18
12/19/2012,5110,7187,5662,68.35,47.25,56.89,2012,12,19
12/20/2012,6189,7977,4964,68.37,48.47,56.89,2012,12,20
12/21/2012,8456,11917,4677,70.12,51.84,57.76,2012,12,21
12/22/2012,13485,15425,6273,75.74,54.14,59.98,2012,12,22
12/23/2012,17019,27624,10864,80.1,56.36,64.4,2012,12,23
12/24/2012,14126,19016,11835,82.85,57.88,65.88,2012,12,24
12/25/2012,11154,14561,8670,83.1,58.09,67.33,2012,12,25
12/26/2012,10454,13061,11762,86.03,59.17,70.22,2012,12,26
12/27/2012,8179,7666,8710,86.3,59.2,70.85,2012,12,27
12/28/2012,7138,7472,6922,86.36,59.28,70.85,2012,12,28
12/29/2012,6357,5547,5117,86.39,59.57,70.85,2012,12,29
12/30/2012,6287,6301,4659,86.42,59.58,70.86,2012,12,30
12/31/2012,5936,7819,4561,87.11,59.58,70.86,2012,12,31
1/1/2013,4697,6360,3838,87.11,59.58,70.86,2013,1,1
1/2/2013,5122,6701,4349,87.15,59.58,70.86,2013,1,2
1/3/2013,5118,9881,3696,87.15,59.58,70.86,2013,1,3
1/4/2013,4424,6379,3599,87.15,59.58,70.86,2013,1,4
1/5/2013,4890,5849,3034,87.15,59.58,70.86,2013,1,5
1/6/2013,5357,5711,2874,87.16,59.63,71,2013,1,6
1/7/2013,4987,4739,3202,87.16,59.65,71.12,2013,1,7
1/8/2013,4192,4846,2336,87.16,59.65,71.12,2013,1,8
1/9/2013,5161,6517,2447,87.87,59.82,71.85,2013,1,9
1/10/2013,5005,6332,2964,88.76,59.91,72.57,2013,1,10
1/11/2013,5252,9247,2939,88.76,59.99,72.61,2013,1,11
1/12/2013,5037,6514,2728,88.77,59.99,72.61,2013,1,12
1/13/2013,4729,7689,2649,88.77,59.99,72.61,2013,1,13
1/14/2013,4968,5115,2152,88.8,59.99,72.61,2013,1,14
1/15/2013,4598,5990,2534,88.8,59.99,72.61,2013,1,15
1/16/2013,4612,5134,2590,88.8,59.99,72.61,2013,1,16
1/17/2013,4439,4476,2418,88.8,59.99,72.61,2013,1,17
1/18/2013,4538,4679,2392,88.8,59.99,72.61,2013,1,18
1/19/2013,4132,4459,2472,88.8,59.99,72.61,2013,1,19
1/20/2013,4098,4351,2431,88.8,59.99,72.61,2013,1,20
1/21/2013,4334,4476,2235,88.8,59.99,72.61,2013,1,21
1/22/2013,4411,5717,2579,88.8,59.99,72.61,2013,1,22
1/23/2013,3960,6323,2309,89.29,60.45,72.61,2013,1,23
1/24/2013,5460,6820,2435,89.98,61.26,72.79,2013,1,24
1/25/2013,4642,5984,2160,90.36,61.32,73.61,2013,1,25
1/26/2013,4725,7411,3067,90.43,61.32,73.85,2013,1,26
1/27/2013,5132,7618,3576,90.85,61.35,74.27,2013,1,27
1/28/2013,4960,6818,2946,90.98,61.44,74.29,2013,1,28
1/29/2013,5041,6411,2972,90.98,61.44,74.29,2013,1,29
1/30/2013,4941,6311,2524,90.98,61.44,74.29,2013,1,30
1/31/2013,4983,7063,3069,90.98,61.44,74.29,2013,1,31
2/1/2013,4964,6767,3163,90.98,61.44,74.29,2013,2,1
2/2/2013,4273,8115,3179,90.98,61.44,74.29,2013,2,2
2/3/2013,4897,7169,2970,90.98,61.44,74.29,2013,2,3
2/4/2013,4521,6492,3239,90.98,61.44,74.29,2013,2,4
2/5/2013,4841,5844,2503,90.98,61.44,74.29,2013,2,5
2/6/2013,4777,5499,2217,90.98,61.44,74.29,2013,2,6
2/7/2013,4270,7288,2122,91.37,61.81,74.61,2013,2,7
2/8/2013,4653,7058,2094,91.58,62.18,74.92,2013,2,8
2/9/2013,4255,6882,2039,91.58,62.18,74.94,2013,2,9
2/10/2013,4232,7695,1840,91.58,62.18,74.94,2013,2,10
2/11/2013,4101,7588,2036,91.58,62.18,74.94,2013,2,11
2/12/2013,4255,4780,1659,91.58,62.18,74.94,2013,2,12
2/13/2013,3717,6286,2050,91.58,62.18,74.94,2013,2,13
2/14/2013,3907,6401,2061,91.58,62.18,74.94,2013,2,14
2/15/2013,4275,5077,2243,91.58,62.18,74.94,2013,2,15
2/16/2013,4148,6228,1871,91.58,62.18,74.94,2013,2,16
2/17/2013,3677,4821,1633,91.58,62.18,74.94,2013,2,17
2/18/2013,3977,5040,1584,91.58,62.18,74.94,2013,2,18
2/19/2013,4916,6550,1818,92.3,62.92,75.67,2013,2,19
2/20/2013,4017,5249,1866,92.82,63.52,76.38,2013,2,20
2/21/2013,4218,5903,1486,92.82,63.52,76.38,2013,2,21
2/22/2013,4075,5990,1779,92.82,63.52,76.38,2013,2,22
2/23/2013,3054,5970,1639,92.84,63.52,76.49,2013,2,23
2/24/2013,3051,6587,1753,92.84,63.52,76.55,2013,2,24
2/25/2013,4228,5101,1377,92.84,63.52,76.55,2013,2,25
2/26/2013,3137,6405,1400,92.84,63.71,76.55,2013,2,26
2/27/2013,3609,5700,1881,92.84,63.71,76.55,2013,2,27
2/28/2013,4274,4965,1608,92.84,63.71,76.55,2013,2,28
3/1/2013,3682,5806,1927,92.84,63.71,76.55,2013,3,1
3/2/2013,3992,5985,1878,92.84,63.71,76.55,2013,3,2
3/3/2013,4474,5800,1855,93.08,63.71,76.91,2013,3,3
3/4/2013,4542,5740,1880,93.17,63.71,77.13,2013,3,4
3/5/2013,4568,6031,2098,93.47,63.87,77.13,2013,3,5
3/6/2013,5347,8534,2327,96.16,67.28,79.21,2013,3,6
3/7/2013,4496,7445,2284,96.53,67.49,79.48,2013,3,7
3/8/2013,4453,7558,2227,96.62,67.49,79.98,2013,3,8
3/9/2013,4143,6354,2045,96.63,67.49,80.11,2013,3,9
3/10/2013,3594,6689,1983,96.63,67.49,80.11,2013,3,10
3/11/2013,3587,6588,2070,96.63,67.49,80.11,2013,3,11
3/12/2013,3884,4975,2008,96.63,67.49,80.11,2013,3,12
3/13/2013,2735,5066,2073,96.63,67.49,80.11,2013,3,13
3/14/2013,4177,6896,2351,96.63,67.49,80.11,2013,3,14
3/15/2013,5005,6470,2168,96.63,67.49,80.11,2013,3,15
3/16/2013,4734,6472,2476,96.63,67.49,80.11,2013,3,16
3/17/2013,4706,7032,2457,96.63,67.49,80.11,2013,3,17
3/18/2013,3527,6036,2622,96.63,67.49,80.11,2013,3,18
3/19/2013,4830,5831,2205,97.39,67.52,80.77,2013,3,19
3/20/2013,9711,9834,2947,100.55,68.54,84.21,2013,3,20
3/21/2013,9928,6745,4663,101.49,68.65,85.02,2013,3,21
3/22/2013,7053,7792,3715,101.49,68.65,85.02,2013,3,22
3/23/2013,5985,8220,3099,101.49,68.65,85.02,2013,3,23
3/24/2013,5843,6589,3294,101.49,68.65,85.02,2013,3,24
3/25/2013,5359,5835,2659,101.49,68.65,85.02,2013,3,25
3/26/2013,4865,5983,2359,101.51,68.76,85.02,2013,3,26
3/27/2013,4927,6207,2066,101.53,68.97,85.02,2013,3,27
3/28/2013,5028,6349,2766,101.63,69.34,85.09,2013,3,28
3/29/2013,4642,6531,2944,101.69,69.36,85.09,2013,3,29
3/30/2013,5582,7013,2813,101.88,69.36,85.23,2013,3,30
3/31/2013,7677,10069,3675,103.73,71.64,86.56,2013,3,31
4/1/2013,6284,7877,3845,104.22,72.31,87.59,2013,4,1
4/2/2013,6047,7974,3660,104.22,72.34,87.63,2013,4,2
4/3/2013,5333,7663,3533,104.22,72.34,87.63,2013,4,3
4/4/2013,6409,9694,3869,105.3,72.8,88.68,2013,4,4
4/5/2013,6873,9571,3552,105.57,74.09,89.2,2013,4,5
4/6/2013,6306,11200,3448,105.57,74.17,89.2,2013,4,6
4/7/2013,6063,10088,3091,106.17,74.26,89.44,2013,4,7
4/8/2013,6589,9523,3597,107.13,74.33,90.36,2013,4,8
4/9/2013,5672,9444,3184,107.13,74.33,90.36,2013,4,9
4/10/2013,5300,8458,2727,107.13,74.33,90.36,2013,4,10
4/11/2013,4828,8136,3132,107.13,74.33,90.36,2013,4,11
4/12/2013,4992,7995,2773,107.13,74.33,90.36,2013,4,12
4/13/2013,5135,7329,2778,107.13,74.33,90.36,2013,4,13
4/14/2013,6134,6535,2891,107.13,74.33,90.36,2013,4,14
4/15/2013,4045,6726,3263,107.13,74.39,90.39,2013,4,15
4/16/2013,4378,5808,2381,107.25,74.42,90.9,2013,4,16
4/17/2013,4094,6412,2572,107.25,74.42,90.9,2013,4,17
4/18/2013,3826,6953,2119,107.25,74.42,90.9,2013,4,18
4/19/2013,3714,5041,2035,107.25,74.42,90.9,2013,4,19
4/20/2013,3799,5079,2272,107.25,74.42,90.9,2013,4,20
4/21/2013,4040,4854,2489,107.25,74.42,90.9,2013,4,21
4/22/2013,3861,6311,2419,107.25,74.42,90.9,2013,4,22
4/23/2013,3355,4676,2050,107.25,74.42,90.9,2013,4,23
4/24/2013,2508,4623,2094,107.25,74.42,90.9,2013,4,24
4/25/2013,2859,4603,2080,107.25,74.42,90.9,2013,4,25
4/26/2013,2560,4162,1979,107.25,74.42,90.9,2013,4,26
4/27/2013,2538,4024,2185,107.25,74.42,90.9,2013,4,27
4/28/2013,3059,4858,2029,107.25,74.42,90.9,2013,4,28
4/29/2013,2893,4304,2199,107.25,74.42,90.9,2013,4,29
4/30/2013,2717,3651,2536,107.25,74.42,90.9,2013,4,30
5/1/2013,3025,4221,1695,107.25,74.42,90.9,2013,5,1
5/2/2013,2981,3904,2057,107.25,74.42,90.9,2013,5,2
5/3/2013,3184,4365,2418,107.25,74.42,90.9,2013,5,3
5/4/2013,2864,3654,2508,107.27,74.42,90.9,2013,5,4
5/5/2013,2320,3757,2160,107.28,74.42,90.9,2013,5,5
5/6/2013,3163,4520,1683,108.22,74.49,91.91,2013,5,6
5/7/2013,2659,5180,1976,108.37,74.96,92.34,2013,5,7
5/8/2013,3328,3788,2908,108.77,75.14,93.23,2013,5,8
5/9/2013,2476,5361,2318,108.94,75.16,93.26,2013,5,9
5/10/2013,2482,5393,2170,108.94,75.16,93.29,2013,5,10
5/11/2013,2718,4635,2447,108.94,75.16,93.29,2013,5,11
5/12/2013,2733,4635,2447,108.94,75.16,93.29,2013,5,12
5/13/2013,2762,4873,2385,108.94,75.16,93.29,2013,5,13
5/14/2013,2280,3033,2697,108.94,75.16,93.29,2013,5,14
5/15/2013,2931,2871,2207,108.94,75.16,93.29,2013,5,15
5/16/2013,2080,2937,2273,109.06,75.24,93.36,2013,5,16
5/17/2013,2129,3125,2038,109.17,75.26,93.58,2013,5,17
5/18/2013,2349,3756,2536,109.17,75.26,93.58,2013,5,18
5/19/2013,2285,3333,1676,109.17,75.26,93.58,2013,5,19
5/20/2013,2665,4387,2134,109.17,75.26,93.58,2013,5,20
5/21/2013,1696,4158,1790,109.17,75.26,93.58,2013,5,21
5/22/2013,2423,3332,1712,109.17,75.26,93.58,2013,5,22
5/23/2013,1828,3372,1919,109.17,75.26,93.58,2013,5,23
5/24/2013,2383,3721,1904,109.17,75.26,93.58,2013,5,24
5/25/2013,2276,3227,1940,109.17,75.27,93.58,2013,5,25
5/26/2013,1156,3666,1564,109.17,75.27,93.58,2013,5,26
5/27/2013,1598,3895,1504,109.6,75.55,93.95,2013,5,27
5/28/2013,2624,3958,1944,109.95,76.02,94.73,2013,5,28
5/29/2013,2052,3253,3123,109.98,76.02,94.96,2013,5,29
5/30/2013,1519,3430,2614,109.98,76.02,94.96,2013,5,30
5/31/2013,1677,3225,2148,109.98,76.02,94.96,2013,5,31
6/1/2013,1776,3538,1884,109.98,76.02,94.96,2013,6,1
6/2/2013,1663,3000,1864,109.98,76.02,94.96,2013,6,2
6/3/2013,1447,4220,1495,109.98,76.02,94.96,2013,6,3
6/4/2013,1464,3674,1782,109.98,76.02,94.96,2013,6,4
6/5/2013,1554,3887,1824,109.98,76.02,94.96,2013,6,5
6/6/2013,2339,3388,1700,109.98,76.02,94.96,2013,6,6
6/7/2013,1941,3216,1305,109.98,76.02,94.96,2013,6,7
6/8/2013,1940,1914,1614,109.98,76.02,94.96,2013,6,8
6/9/2013,2039,2719,1520,109.98,76.02,94.96,2013,6,9
6/10/2013,1618,3967,1094,110.05,76.02,94.96,2013,6,10
6/11/2013,1567,3379,1455,110.05,76.02,95.02,2013,6,11
6/12/2013,1511,3157,1702,110.05,76.02,95.02,2013,6,12
6/13/2013,2078,2974,1264,110.05,76.02,95.02,2013,6,13
6/14/2013,1527,3326,978,110.05,76.02,95.02,2013,6,14
6/15/2013,1835,3059,1274,110.05,76.02,95.02,2013,6,15
6/16/2013,1685,2527,1236,110.05,76.02,95.02,2013,6,16
6/17/2013,1749,3639,1296,110.05,76.02,95.02,2013,6,17
6/18/2013,1736,2971,1357,110.05,76.02,95.02,2013,6,18
6/19/2013,2504,2501,876,110.05,76.03,95.02,2013,6,19
6/20/2013,2151,2959,1055,110.05,76.03,95.02,2013,6,20
6/21/2013,1584,2980,1527,110.05,76.03,95.02,2013,6,21
6/22/2013,2241,3710,1420,110.05,76.03,95.02,2013,6,22
6/23/2013,1276,2808,1501,110.08,76.03,95.02,2013,6,23
6/24/2013,1418,4086,1186,110.89,76.49,96.82,2013,6,24
6/25/2013,2800,6852,1626,113.2,77.62,100.12,2013,6,25
6/26/2013,1841,6038,2016,113.56,80.39,100.42,2013,6,26
6/27/2013,2022,5217,1690,113.56,80.4,100.42,2013,6,27
6/28/2013,2126,3490,1911,113.56,80.4,100.42,2013,6,28
6/29/2013,1605,4733,1610,113.56,80.4,100.42,2013,6,29
6/30/2013,2141,2582,1919,113.56,80.4,100.42,2013,6,30
7/1/2013,1397,2973,1021,113.56,80.4,100.42,2013,7,1
7/2/2013,1599,2663,1254,113.56,80.4,100.42,2013,7,2
7/3/2013,1841,3736,1244,113.56,80.45,100.42,2013,7,3
7/4/2013,1620,1878,1610,113.58,80.45,100.42,2013,7,4
7/5/2013,1345,2875,1218,113.58,80.45,100.42,2013,7,5
7/6/2013,1547,3164,1120,113.58,80.45,100.42,2013,7,6
7/7/2013,1921,3661,1077,113.58,80.45,100.42,2013,7,7
7/8/2013,1352,3660,949,113.58,80.45,100.42,2013,7,8
7/9/2013,1736,2492,1297,113.58,80.45,100.42,2013,7,9
7/10/2013,1722,2492,1519,113.58,80.45,100.42,2013,7,10
7/11/2013,1482,3510,1315,113.58,80.45,100.42,2013,7,11
7/12/2013,1043,2846,779,113.58,80.45,100.42,2013,7,12
7/13/2013,1446,3433,1257,113.58,80.45,100.42,2013,7,13
7/14/2013,1271,3176,1656,113.58,80.45,100.42,2013,7,14
7/15/2013,1209,2825,963,113.58,80.45,100.42,2013,7,15
7/16/2013,1476,3024,803,113.58,80.45,100.42,2013,7,16
7/17/2013,1318,2135,474,113.58,80.45,100.42,2013,7,17
7/18/2013,1500,3198,953,113.58,80.45,100.42,2013,7,18
7/19/2013,1561,2208,953,113.58,80.45,100.42,2013,7,19
7/20/2013,1538,3444,1127,113.58,80.45,100.42,2013,7,20
7/21/2013,1384,3184,1185,113.58,80.45,100.42,2013,7,21
7/22/2013,1556,3325,1813,113.58,80.45,100.42,2013,7,22
7/23/2013,1358,2034,1972,113.58,80.45,100.45,2013,7,23
7/24/2013,1224,3443,1527,113.58,80.45,100.45,2013,7,24
7/25/2013,1224,2973,1318,113.58,80.45,100.45,2013,7,25
7/26/2013,1071,3257,1424,113.58,80.47,100.45,2013,7,26
7/27/2013,563,2716,1532,113.58,80.51,100.45,2013,7,27
7/28/2013,1999,2724,949,113.58,80.51,100.45,2013,7,28
7/29/2013,1146,2927,962,113.58,80.51,100.45,2013,7,29
7/30/2013,1254,2469,853,113.58,80.51,100.45,2013,7,30
7/31/2013,1424,2933,1362,113.58,80.51,100.45,2013,7,31
8/1/2013,1271,2546,1391,113.58,80.51,100.45,2013,8,1
8/2/2013,1499,2393,1274,113.58,80.51,100.45,2013,8,2
8/3/2013,1456,3141,1568,113.58,80.51,100.45,2013,8,3
8/4/2013,1259,2481,1410,113.58,80.51,100.45,2013,8,4
8/5/2013,1562,5713,1333,113.58,80.51,100.45,2013,8,5
8/6/2013,1353,2671,1299,113.58,80.51,100.45,2013,8,6
8/7/2013,960,2660,1302,113.58,80.51,100.45,2013,8,7
8/8/2013,1461,2868,1324,113.58,80.51,100.45,2013,8,8
8/9/2013,1259,1836,1863,113.58,80.51,100.45,2013,8,9
8/10/2013,1144,2458,1303,113.58,80.51,100.45,2013,8,10
8/11/2013,1147,3160,1251,113.58,80.51,100.45,2013,8,11
8/12/2013,1430,2663,1100,113.58,80.51,100.45,2013,8,12
8/13/2013,1420,2487,1384,113.58,80.51,100.45,2013,8,13
8/14/2013,1169,2492,1255,113.58,80.51,100.45,2013,8,14
8/15/2013,1130,3346,1121,113.58,80.51,100.45,2013,8,15
8/16/2013,1474,2846,1495,113.58,80.51,100.45,2013,8,16
8/17/2013,1260,2619,1329,113.58,80.51,100.45,2013,8,17
8/18/2013,1011,3019,1262,113.58,80.51,100.47,2013,8,18
8/19/2013,1457,3038,1502,113.58,80.51,100.51,2013,8,19
8/20/2013,1195,2564,1356,113.58,80.51,100.51,2013,8,20
8/21/2013,1057,3179,1007,113.58,80.51,100.51,2013,8,21
8/22/2013,1613,2869,917,113.61,80.51,100.51,2013,8,22
8/23/2013,1529,2361,994,113.61,80.51,100.51,2013,8,23
8/24/2013,1070,3115,1333,113.61,80.51,100.51,2013,8,24
8/25/2013,1634,3711,1117,113.61,80.53,100.51,2013,8,25
8/26/2013,1193,5032,1653,113.61,80.53,100.51,2013,8,26
8/27/2013,2116,2536,1327,113.61,80.53,100.51,2013,8,27
8/28/2013,1361,2627,1055,113.61,80.53,100.51,2013,8,28
8/29/2013,1352,1239,1444,113.61,80.53,100.51,2013,8,29
8/30/2013,1622,2208,1208,113.61,80.53,100.51,2013,8,30
8/31/2013,1610,2212,1315,113.61,80.53,100.51,2013,8,31
9/1/2013,1475,2026,992,113.61,80.53,100.53,2013,9,1
9/2/2013,1538,2785,1065,113.85,80.53,101.22,2013,9,2
9/3/2013,1598,3072,660,114.78,80.53,101.25,2013,9,3
9/4/2013,1739,1758,652,114.78,80.53,101.25,2013,9,4
9/5/2013,1217,2531,694,114.78,80.53,101.25,2013,9,5
9/6/2013,1787,2151,1120,114.78,80.53,101.25,2013,9,6
9/7/2013,1479,1990,1544,114.78,80.53,101.25,2013,9,7
9/8/2013,1617,2080,1158,114.78,80.53,101.25,2013,9,8
9/9/2013,1777,2575,1353,114.78,80.53,101.25,2013,9,9
9/10/2013,1363,3412,997,114.78,80.53,101.25,2013,9,10
9/11/2013,1480,2790,508,114.78,80.53,101.25,2013,9,11
9/12/2013,1219,2890,650,114.78,80.53,101.25,2013,9,12
9/13/2013,1786,3051,893,114.78,80.53,101.25,2013,9,13
9/14/2013,2171,2928,850,114.84,80.53,101.25,2013,9,14
9/15/2013,1591,3207,954,114.84,80.53,101.25,2013,9,15
9/16/2013,-294,2004,814,114.84,80.53,101.25,2013,9,16
9/17/2013,456,2632,627,114.84,80.62,101.25,2013,9,17
9/18/2013,663,2778,616,114.84,80.62,101.25,2013,9,18
9/19/2013,579,3046,562,114.84,80.62,101.25,2013,9,19
9/20/2013,293,2869,1218,114.84,80.62,101.25,2013,9,20
9/21/2013,662,3714,1104,116.29,82.5,102.72,2013,9,21
9/22/2013,438,3189,1080,116.68,83.21,105.29,2013,9,22
9/23/2013,905,3215,782,116.68,83.22,105.29,2013,9,23
9/24/2013,440,2935,927,116.68,83.22,105.29,2013,9,24
9/25/2013,543,3062,852,117,83.22,105.29,2013,9,25
9/26/2013,681,3611,728,117.02,83.29,105.29,2013,9,26
9/27/2013,627,3157,947,117.02,83.29,105.29,2013,9,27
9/28/2013,1027,2957,977,117.02,83.29,105.29,2013,9,28
9/29/2013,1014,3750,921,117.02,83.48,105.29,2013,9,29
9/30/2013,537,3902,756,117.03,84.45,105.29,2013,9,30
10/1/2013,1131,2572,636,0,0.04,0,2013,10,1
10/2/2013,581,3101,570,0,0.04,0,2013,10,2
10/3/2013,371,2916,504,0,0.04,0,2013,10,3
