datetime,PAR_fnf,CNS_fnf,DNP_fnf,FOL_fnf,ISB_fnf,KWH_fnf,EXC_fnf,MIL_fnf,yuba_fnf,NHG_fnf,NML_fnf,ORO_fnf,PFT_fnf,SHA_fnf,SUC_fnf,YRS_fnf
11/29/2006,2.904169856,1.61556947,6.385451998,10.40038057,6.478583871,2.942846642,3.339307487,11.00578613,5.712023946,2.146347019,4.928922614,37.75992939,10.6016082,95.08140895,0.349229432,9.057134702
11/30/2006,2.761055193,1.458973862,6.084186391,9.165378435,6.420773395,2.898286946,3.219847571,11.60619058,5.500481575,3.735730154,5.130622819,39.64990798,10.50188439,110.9545075,0.364599761,8.682898972
12/1/2006,2.71215334,2.396591653,6.88508669,12.42163252,3.448188723,1.351645376,4.125787671,7.829268594,6.416596704,0.657387475,4.141636767,18.84691141,8.145405449,78.41427765,0.056295105,14.71673119
12/2/2006,2.244143168,1.376766539,6.678741527,10.4720465,3.1988578,1.312260816,3.341057721,7.850260219,5.505061409,0.564084805,4.416895562,17.73224073,7.971158736,61.86306396,0.056656642,12.91670108
12/3/2006,2.435237688,1.773467425,6.263171068,8.999471033,3.228090003,1.270724861,3.443550516,7.788231208,5.222730453,0.599882233,4.6537335,19.25999783,8.442217417,81.22002435,0.056459866,12.07034312
12/4/2006,1.998872114,1.345285088,6.283010291,9.361857646,3.311680603,1.229533051,3.396541972,7.574858778,6.054014098,0.459523699,4.730937426,18.57240554,8.429920487,85.34133175,0.055842992,12.91462927
12/5/2006,2.007423808,1.253761242,6.421472885,10.40971528,3.22553469,1.190007828,3.427332152,7.726527969,6.452466193,0.380698338,5.057815676,23.07285056,8.709153742,88.22041851,0.055025956,13.07558783
12/6/2006,2.102257063,1.034700903,6.342335194,10.77930201,3.099643044,1.152183847,3.608460591,7.536884119,7.092868413,0.322106164,4.876095763,23.15108086,9.089190842,84.86295753,0.053948459,14.50148369
12/7/2006,2.178678352,0.876695461,6.136845461,10.00375796,2.996922886,1.114816875,3.764353269,7.145202071,7.458219152,0.279005361,4.553972279,24.22501271,9.372431118,77.37143951,0.052734007,13.99373991
12/8/2006,2.203026763,0.779446072,5.818176684,9.144442852,2.891256165,1.077999967,3.582420852,6.769172826,6.330572916,0.24408736,4.604565293,22.43931161,9.006341315,73.05207979,0.051558713,12.48386565
12/9/2006,2.756313106,2.669416654,7.206366232,14.48983704,2.926308422,1.22759613,4.217308539,7.218827416,11.69749576,1.723927825,5.602040581,39.14445264,8.424138198,90.00284243,0.110388925,22.44184804
12/10/2006,5.160882713,4.532048484,18.39392524,26.16113106,6.848365079,17.78660345,11.70399898,22.02215755,21.37694119,7.124333953,10.52771281,82.2101405,19.4413813,150.9285145,9.773722201,39.70992429
12/11/2006,3.689211691,2.433239856,11.14522956,19.459655,8.310390106,5.658207868,5.493061197,12.3290383,14.8063697,1.990836376,7.703478064,61.83872812,8.329126,238.1862084,1.628402775,29.51089224
12/12/2006,8.777929134,12.51971494,15.84703141,83.99606989,11.60714142,4.201079851,8.335665572,13.06134752,62.35275153,14.74088557,13.94664077,265.981139,7.794352765,902.7706024,1.312470327,143.5384848
12/13/2006,6.977574525,7.786219088,14.34558891,53.19918587,13.54574465,3.95091428,6.46593547,11.00555939,43.32700891,5.237620217,11.89030829,189.5677098,9.033965994,853.0386564,1.268701771,90.8001742
12/14/2006,6.943459206,8.447507837,15.17536556,62.3435823,15.42421793,5.721231056,6.590254588,13.19743946,52.60118404,3.570376709,11.75340674,192.7365518,7.936366818,889.90638,2.182949125,105.385633
12/15/2006,10.75353294,14.66212883,13.83100321,127.4967623,10.9940977,4.610259174,5.32082453,11.00613677,122.4639374,6.21801946,16.66287963,362.1624544,9.263142032,1564.740857,1.944910119,237.191856
12/16/2006,8.908784933,10.32800725,13.6857191,65.81305723,4.712930792,5.020406486,5.002618545,11.88458401,42.09479202,4.163140562,14.80587449,152.5760652,8.193957491,505.2273798,1.36824546,91.18620109
12/17/2006,5.441209511,5.74438315,10.38662241,35.47202329,4.660154766,4.351347973,4.259583087,10.04995126,22.7411331,2.698977311,9.827514757,86.51553933,7.674098429,298.2697512,1.18470325,49.25293001
12/18/2006,3.999059533,3.962014859,8.609545643,24.88691716,4.498661849,3.73283438,3.721589416,8.706982147,16.30522235,1.959308582,7.673183909,61.85775897,7.249425534,215.3253303,1.039364671,35.40820748
12/19/2006,3.190023608,2.97502885,7.500504039,19.33150235,4.335042969,3.308229759,3.363090012,7.851338871,12.89670383,1.511584324,6.424360181,48.85609605,6.910218943,177.6211516,0.913196192,27.3842915
12/20/2006,2.693870601,2.37946155,6.768992517,16.08880127,4.561213341,3.015569515,3.103549031,7.279925845,10.952221,1.233593239,5.617583002,43.36064635,6.649757666,145.8781249,0.817207166,24.23318579
12/21/2006,3.087059824,3.803774029,6.865148196,27.41692763,4.683336932,2.821945933,3.119641504,7.121597007,28.06764028,2.134357725,5.590005961,89.2441443,6.481873118,143.6927457,0.753408941,58.2878032
12/22/2006,8.658700628,14.08670787,15.37828616,59.73745712,4.662150563,3.02407392,5.676727206,8.377363253,37.24952051,18.33456654,12.30573855,121.2493883,6.704139939,143.0510888,0.924173104,87.60561599
12/23/2006,4.482404955,5.434773091,9.903966563,26.68599807,5.47101404,3.03900807,3.896735388,8.09313666,17.98643628,4.158150921,7.762924875,65.41097594,6.501792026,124.841114,0.750952543,40.51438719
12/24/2006,3.432846381,3.951112635,8.700084447,21.06638276,6.274663054,3.149566578,3.425789951,7.648474604,16.15102115,2.867103093,6.72844578,56.70749431,6.47394539,150.4641197,0.873135012,33.8809613
