"Parameter","Region","Crop","Input","Level"
"Leontief","fk06","PASTR","WATER",5.56
"Leontief","fk06","PASTR","LABOR",0.40
"Leontief","fk06","PASTR","SUPPL",0.98
"Leontief","fk06","POTATO","LAND",0.00
"Leontief","fk06","POTATO","WATER",0.00
"Leontief","fk06","POTATO","LABOR",0.00
"Leontief","fk06","POTATO","SUPPL",0.00
"Leontief","fk06","PRTOM","LAND",0.00
"Leontief","fk06","PRTOM","WATER",0.00
"Leontief","fk06","PRTOM","LABOR",0.00
"Leontief","fk06","PRTOM","SUPPL",0.00
"Leontief","fk06","RICE","LAND",0.00
"Leontief","fk06","RICE","WATER",0.00
"Leontief","fk06","RICE","LABOR",0.00
"Leontief","fk06","RICE","SUPPL",0.00
"Leontief","fk06","SAFLR","LAND",0.00
"Leontief","fk06","SAFLR","WATER",0.00
"Leontief","fk06","SAFLR","LABOR",0.00
"Leontief","fk06","SAFLR","SUPPL",0.00
"Leontief","fk06","SBEET","LAND",0.00
"Leontief","fk06","SBEET","WATER",0.00
"Leontief","fk06","SBEET","LABOR",0.00
"Leontief","fk06","SBEET","SUPPL",0.00
"Leontief","fk06","SUBTRP","LAND",1.00
"Leontief","fk06","SUBTRP","WATER",3.96
"Leontief","fk06","SUBTRP","LABOR",2.72
"Leontief","fk06","SUBTRP","SUPPL",7.03
"Leontief","fk06","VINE","LAND",1.00
"Leontief","fk06","VINE","WATER",4.12
"Leontief","fk06","VINE","LABOR",0.53
"Leontief","fk06","VINE","SUPPL",0.32
"Leontief","fk03","ALFAL","LAND",1.00
"Leontief","fk03","ALFAL","WATER",5.44
"Leontief","fk03","ALFAL","LABOR",0.32
"Leontief","fk03","ALFAL","SUPPL",4.00
"Leontief","fk03","ALPIS","LAND",1.00
"Leontief","fk03","ALPIS","WATER",4.59
"Leontief","fk03","ALPIS","LABOR",0.09
"Leontief","fk03","ALPIS","SUPPL",0.21
"Leontief","fk03","CORN","LAND",0.00
"Leontief","fk03","CORN","WATER",0.00
"Leontief","fk03","CORN","LABOR",0.00
"Leontief","fk03","CORN","SUPPL",0.00
"Leontief","fk03","COTTN","LAND",0.00
"Leontief","fk03","COTTN","WATER",0.00
"Leontief","fk03","COTTN","LABOR",0.00
"Leontief","fk03","COTTN","SUPPL",0.00
"Leontief","fk03","CUCUR","LAND",0.00
"Leontief","fk03","CUCUR","WATER",0.00
"Leontief","fk03","CUCUR","LABOR",0.00
"Leontief","fk03","CUCUR","SUPPL",0.00
"Leontief","fk03","DRYBN","LAND",0.00
"Leontief","fk03","DRYBN","WATER",0.00
"Leontief","fk03","DRYBN","LABOR",0.00
"Leontief","fk03","DRYBN","SUPPL",0.00
"Leontief","fk03","FRTOM","LAND",0.00
"Leontief","fk03","FRTOM","WATER",0.00
"Leontief","fk03","FRTOM","LABOR",0.00
"Leontief","fk03","FRTOM","SUPPL",0.00
"Leontief","fk03","GRAIN","LAND",0.00
"Leontief","fk03","GRAIN","WATER",0.00
"Leontief","fk03","GRAIN","LABOR",0.00
"Leontief","fk03","GRAIN","SUPPL",0.00
"Leontief","fk03","ONGAR","LAND",0.00
"Leontief","fk03","ONGAR","WATER",0.00
"Leontief","fk03","ONGAR","LABOR",0.00
"Leontief","fk03","ONGAR","SUPPL",0.00
"Leontief","fk03","OTHDEC","LAND",1.00
"Leontief","fk03","OTHDEC","WATER",4.32
"Leontief","fk03","OTHDEC","LABOR",0.52
"Leontief","fk03","OTHDEC","SUPPL",3.51
"Leontief","fk03","OTHFLD","LAND",0.00
"Leontief","fk03","OTHFLD","WATER",0.00
"Leontief","fk03","OTHFLD","LABOR",0.00
"Leontief","fk03","OTHFLD","SUPPL",0.00
"Leontief","fk03","OTHTRK","LAND",1.00
"Leontief","fk03","OTHTRK","WATER",2.05
"Leontief","fk03","OTHTRK","LABOR",3.91
"Leontief","fk03","OTHTRK","SUPPL",20.73
"Leontief","fk03","PASTR","LAND",0.00
"Leontief","fk03","PASTR","WATER",0.00
"Leontief","fk03","PASTR","LABOR",0.00
"Leontief","fk03","PASTR","SUPPL",0.00
"Leontief","fk03","POTATO","LAND",0.00
"Leontief","fk03","POTATO","WATER",0.00
"Leontief","fk03","POTATO","LABOR",0.00
"Leontief","fk03","POTATO","SUPPL",0.00
"Leontief","fk03","PRTOM","LAND",0.00
"Leontief","fk03","PRTOM","WATER",0.00
"Leontief","fk03","PRTOM","LABOR",0.00
"Leontief","fk03","PRTOM","SUPPL",0.00
"Leontief","fk03","RICE","LAND",0.00
"Leontief","fk03","RICE","WATER",0.00
"Leontief","fk03","RICE","LABOR",0.00
"Leontief","fk03","RICE","SUPPL",0.00
"Leontief","fk03","SAFLR","LAND",0.00
"Leontief","fk03","SAFLR","WATER",0.00
"Leontief","fk03","SAFLR","LABOR",0.00
"Leontief","fk03","SAFLR","SUPPL",0.00
"Leontief","fk03","SBEET","LAND",0.00
"Leontief","fk03","SBEET","WATER",0.00
"Leontief","fk03","SBEET","LABOR",0.00
"Leontief","fk03","SBEET","SUPPL",0.00
"Leontief","fk03","SUBTRP","LAND",1.00
"Leontief","fk03","SUBTRP","WATER",4.16
"Leontief","fk03","SUBTRP","LABOR",2.17
"Leontief","fk03","SUBTRP","SUPPL",5.62
"Leontief","fk03","VINE","LAND",1.00
"Leontief","fk03","VINE","WATER",3.75
"Leontief","fk03","VINE","LABOR",0.18
"Leontief","fk03","VINE","SUPPL",0.11
"Leontief","fk05","ALFAL","LAND",0.00
"Leontief","fk05","ALFAL","WATER",0.00
"Leontief","fk05","ALFAL","LABOR",0.00
"Leontief","fk05","ALFAL","SUPPL",0.00
"Leontief","fk05","ALPIS","LAND",0.00
"Leontief","fk05","ALPIS","WATER",0.00
"Leontief","fk05","ALPIS","LABOR",0.00
"Leontief","fk05","ALPIS","SUPPL",0.00
"Leontief","fk05","CORN","LAND",0.00
"Leontief","fk05","CORN","WATER",0.00
"Leontief","fk05","CORN","LABOR",0.00
"Leontief","fk05","CORN","SUPPL",0.00
"Leontief","fk05","COTTN","LAND",0.00
"Leontief","fk05","COTTN","WATER",0.00
"Leontief","fk05","COTTN","LABOR",0.00
"Leontief","fk05","COTTN","SUPPL",0.00
"Leontief","fk05","CUCUR","LAND",0.00
"Leontief","fk05","CUCUR","WATER",0.00
"Leontief","fk05","CUCUR","LABOR",0.00
"Leontief","fk05","CUCUR","SUPPL",0.00
"Leontief","fk05","DRYBN","LAND",0.00
"Leontief","fk05","DRYBN","WATER",0.00
"Leontief","fk05","DRYBN","LABOR",0.00
"Leontief","fk05","DRYBN","SUPPL",0.00
"Leontief","fk05","FRTOM","LAND",0.00
"Leontief","fk05","FRTOM","WATER",0.00
"Leontief","fk05","FRTOM","LABOR",0.00
"Leontief","fk05","FRTOM","SUPPL",0.00
"Leontief","fk05","GRAIN","LAND",0.00
"Leontief","fk05","GRAIN","WATER",0.00
"Leontief","fk05","GRAIN","LABOR",0.00
"Leontief","fk05","GRAIN","SUPPL",0.00
"Leontief","fk05","ONGAR","LAND",0.00
"Leontief","fk05","ONGAR","WATER",0.00
"Leontief","fk05","ONGAR","LABOR",0.00
"Leontief","fk05","ONGAR","SUPPL",0.00
"Leontief","fk05","OTHDEC","LAND",1.00
"Leontief","fk05","OTHDEC","WATER",4.52
"Leontief","fk05","OTHDEC","LABOR",0.34
"Leontief","fk05","OTHDEC","SUPPL",2.33
"Leontief","fk05","OTHFLD","LAND",0.00
"Leontief","fk05","OTHFLD","WATER",0.00
"Leontief","fk05","OTHFLD","LABOR",0.00
"Leontief","fk05","OTHFLD","SUPPL",0.00
"Leontief","fk05","OTHTRK","LAND",0.00
"Leontief","fk05","OTHTRK","WATER",0.00
"Leontief","fk05","OTHTRK","LABOR",0.00
"Leontief","fk05","OTHTRK","SUPPL",0.00
"Leontief","fk05","PASTR","LAND",0.00
"Leontief","fk05","PASTR","WATER",0.00
"Leontief","fk05","PASTR","LABOR",0.00
"Leontief","fk05","PASTR","SUPPL",0.00
"Leontief","fk05","POTATO","LAND",0.00
"Leontief","fk05","POTATO","WATER",0.00
"Leontief","fk05","POTATO","LABOR",0.00
"Leontief","fk05","POTATO","SUPPL",0.00
"Leontief","fk05","PRTOM","LAND",0.00
"Leontief","fk05","PRTOM","WATER",0.00
"Leontief","fk05","PRTOM","LABOR",0.00
"Leontief","fk05","PRTOM","SUPPL",0.00
"Leontief","fk05","RICE","LAND",0.00
"Leontief","fk05","RICE","WATER",0.00
"Leontief","fk05","RICE","LABOR",0.00
"Leontief","fk05","RICE","SUPPL",0.00
"Leontief","fk05","SAFLR","LAND",0.00
"Leontief","fk05","SAFLR","WATER",0.00
"Leontief","fk05","SAFLR","LABOR",0.00
"Leontief","fk05","SAFLR","SUPPL",0.00
"Leontief","fk05","SBEET","LAND",0.00
"Leontief","fk05","SBEET","WATER",0.00
"Leontief","fk05","SBEET","LABOR",0.00
"Leontief","fk05","SBEET","SUPPL",0.00
"Leontief","fk05","SUBTRP","LAND",1.00
"Leontief","fk05","SUBTRP","WATER",3.96
"Leontief","fk05","SUBTRP","LABOR",0.39
"Leontief","fk05","SUBTRP","SUPPL",1.02
"Leontief","fk05","VINE","LAND",0.00
"Leontief","fk05","VINE","WATER",0.00
"Leontief","fk05","VINE","LABOR",0.00
"Leontief","fk05","VINE","SUPPL",0.00
"Leontief","fk02","ALFAL","LAND",0.00
"Leontief","fk02","ALFAL","WATER",0.00
"Leontief","fk02","ALFAL","LABOR",0.00
"Leontief","fk02","ALFAL","SUPPL",0.00
"Leontief","fk02","ALPIS","LAND",1.00
"Leontief","fk02","ALPIS","WATER",4.54
"Leontief","fk02","ALPIS","LABOR",6.07
"Leontief","fk02","ALPIS","SUPPL",13.35
"Leontief","fk02","CORN","LAND",0.00
"Leontief","fk02","CORN","WATER",0.00
"Leontief","fk02","CORN","LABOR",0.00
"Leontief","fk02","CORN","SUPPL",0.00
"Leontief","fk02","COTTN","LAND",0.00
"Leontief","fk02","COTTN","WATER",0.00
"Leontief","fk02","COTTN","LABOR",0.00
"Leontief","fk02","COTTN","SUPPL",0.00
"Leontief","fk02","CUCUR","LAND",0.00
"Leontief","fk02","CUCUR","WATER",0.00
"Leontief","fk02","CUCUR","LABOR",0.00
"Leontief","fk02","CUCUR","SUPPL",0.00
"Leontief","fk02","DRYBN","LAND",0.00
"Leontief","fk02","DRYBN","WATER",0.00
"Leontief","fk02","DRYBN","LABOR",0.00
"Leontief","fk02","DRYBN","SUPPL",0.00
"Leontief","fk02","FRTOM","LAND",0.00
"Leontief","fk02","FRTOM","WATER",0.00
"Leontief","fk02","FRTOM","LABOR",0.00
"Leontief","fk02","FRTOM","SUPPL",0.00
"Leontief","fk02","GRAIN","LAND",0.00
"Leontief","fk02","GRAIN","WATER",0.00
"Leontief","fk02","GRAIN","LABOR",0.00
"Leontief","fk02","GRAIN","SUPPL",0.00
"Leontief","fk02","ONGAR","LAND",0.00
"Leontief","fk02","ONGAR","WATER",0.00
"Leontief","fk02","ONGAR","LABOR",0.00
"Leontief","fk02","ONGAR","SUPPL",0.00
"Leontief","fk02","OTHDEC","LAND",1.00
"Leontief","fk02","OTHDEC","WATER",4.52
"Leontief","fk02","OTHDEC","LABOR",0.27
"Leontief","fk02","OTHDEC","SUPPL",1.84
"Leontief","fk02","OTHFLD","LAND",0.00
"Leontief","fk02","OTHFLD","WATER",0.00
"Leontief","fk02","OTHFLD","LABOR",0.00
"Leontief","fk02","OTHFLD","SUPPL",0.00
"Leontief","fk02","OTHTRK","LAND",0.00
"Leontief","fk02","OTHTRK","WATER",0.00
"Leontief","fk02","OTHTRK","LABOR",0.00
"Leontief","fk02","OTHTRK","SUPPL",0.00
"Leontief","fk02","PASTR","LAND",0.00
"Leontief","fk02","PASTR","WATER",0.00
"Leontief","fk02","PASTR","LABOR",0.00
"Leontief","fk02","PASTR","SUPPL",0.00
"Leontief","fk02","POTATO","LAND",0.00
"Leontief","fk02","POTATO","WATER",0.00
"Leontief","fk02","POTATO","LABOR",0.00
"Leontief","fk02","POTATO","SUPPL",0.00
"Leontief","fk02","PRTOM","LAND",0.00
"Leontief","fk02","PRTOM","WATER",0.00
"Leontief","fk02","PRTOM","LABOR",0.00
"Leontief","fk02","PRTOM","SUPPL",0.00
"Leontief","fk02","RICE","LAND",0.00
"Leontief","fk02","RICE","WATER",0.00
"Leontief","fk02","RICE","LABOR",0.00
"Leontief","fk02","RICE","SUPPL",0.00
"Leontief","fk02","SAFLR","LAND",0.00
"Leontief","fk02","SAFLR","WATER",0.00
"Leontief","fk02","SAFLR","LABOR",0.00
"Leontief","fk02","SAFLR","SUPPL",0.00
"Leontief","fk02","SBEET","LAND",0.00
"Leontief","fk02","SBEET","WATER",0.00
"Leontief","fk02","SBEET","LABOR",0.00
"Leontief","fk02","SBEET","SUPPL",0.00
"Leontief","fk02","SUBTRP","LAND",1.00
"Leontief","fk02","SUBTRP","WATER",3.96
"Leontief","fk02","SUBTRP","LABOR",1.21
"Leontief","fk02","SUBTRP","SUPPL",3.13
"Leontief","fk02","VINE","LAND",1.00
"Leontief","fk02","VINE","WATER",4.12
"Leontief","fk02","VINE","LABOR",4.43
"Leontief","fk02","VINE","SUPPL",2.68
"Leontief","fk04","ALFAL","LAND",1.00
"Leontief","fk04","ALFAL","WATER",5.24
"Leontief","fk04","ALFAL","LABOR",0.05
"Leontief","fk04","ALFAL","SUPPL",0.64
"Leontief","fk04","ALPIS","LAND",1.00
"Leontief","fk04","ALPIS","WATER",4.54
"Leontief","fk04","ALPIS","LABOR",0.63
"Leontief","fk04","ALPIS","SUPPL",1.38
"Leontief","fk04","CORN","LAND",1.00
"Leontief","fk04","CORN","WATER",2.60
"Leontief","fk04","CORN","LABOR",0.21
"Leontief","fk04","CORN","SUPPL",0.77
"Leontief","fk04","COTTN","LAND",0.00
"Leontief","fk04","COTTN","WATER",0.00
"Leontief","fk04","COTTN","LABOR",0.00
"Leontief","fk04","COTTN","SUPPL",0.00
"Leontief","fk04","CUCUR","LAND",0.00
"Leontief","fk04","CUCUR","WATER",0.00
"Leontief","fk04","CUCUR","LABOR",0.00
"Leontief","fk04","CUCUR","SUPPL",0.00
"Leontief","fk04","DRYBN","LAND",1.00
"Leontief","fk04","DRYBN","WATER",2.36
"Leontief","fk04","DRYBN","LABOR",0.17
"Leontief","fk04","DRYBN","SUPPL",0.47
"Leontief","fk04","FRTOM","LAND",0.00
"Leontief","fk04","FRTOM","WATER",0.00
"Leontief","fk04","FRTOM","LABOR",0.00
"Leontief","fk04","FRTOM","SUPPL",0.00
"Leontief","fk04","GRAIN","LAND",1.00
"Leontief","fk04","GRAIN","WATER",1.44
"Leontief","fk04","GRAIN","LABOR",0.28
"Leontief","fk04","GRAIN","SUPPL",4.56
"Leontief","fk04","ONGAR","LAND",0.00
"Leontief","fk04","ONGAR","WATER",0.00
"Leontief","fk04","ONGAR","LABOR",0.00
"Leontief","fk04","ONGAR","SUPPL",0.00
"Leontief","fk04","OTHDEC","LAND",1.00
"Leontief","fk04","OTHDEC","WATER",4.52
"Leontief","fk04","OTHDEC","LABOR",0.05
"Leontief","fk04","OTHDEC","SUPPL",0.32
"Leontief","fk04","OTHFLD","LAND",0.00
"Leontief","fk04","OTHFLD","WATER",0.00
"Leontief","fk04","OTHFLD","LABOR",0.00
"Leontief","fk04","OTHFLD","SUPPL",0.00
"Leontief","fk04","OTHTRK","LAND",1.00
"Leontief","fk04","OTHTRK","WATER",1.02
"Leontief","fk04","OTHTRK","LABOR",6.83
"Leontief","fk04","OTHTRK","SUPPL",36.09
"Leontief","fk04","PASTR","LAND",1.00
"Leontief","fk04","PASTR","WATER",5.56
"Leontief","fk04","PASTR","LABOR",0.26
"Leontief","fk04","PASTR","SUPPL",0.62
"Leontief","fk04","POTATO","LAND",0.00
"Leontief","fk04","POTATO","WATER",0.00
"Leontief","fk04","POTATO","LABOR",0.00
"Leontief","fk04","POTATO","SUPPL",0.00
"Leontief","fk04","PRTOM","LAND",0.00
"Leontief","fk04","PRTOM","WATER",0.00
"Leontief","fk04","PRTOM","LABOR",0.00
"Leontief","fk04","PRTOM","SUPPL",0.00
"Leontief","fk04","RICE","LAND",0.00
"Leontief","fk04","RICE","WATER",0.00
"Leontief","fk04","RICE","LABOR",0.00
"Leontief","fk04","RICE","SUPPL",0.00
"Leontief","fk04","SAFLR","LAND",0.00
"Leontief","fk04","SAFLR","WATER",0.00
"Leontief","fk04","SAFLR","LABOR",0.00
"Leontief","fk04","SAFLR","SUPPL",0.00
"Leontief","fk04","SBEET","LAND",0.00
"Leontief","fk04","SBEET","WATER",0.00
"Leontief","fk04","SBEET","LABOR",0.00
"Leontief","fk04","SBEET","SUPPL",0.00
"Leontief","fk04","SUBTRP","LAND",1.00
"Leontief","fk04","SUBTRP","WATER",3.96
"Leontief","fk04","SUBTRP","LABOR",0.12
"Leontief","fk04","SUBTRP","SUPPL",0.32
"Leontief","fk04","VINE","LAND",1.00
"Leontief","fk04","VINE","WATER",4.12
"Leontief","fk04","VINE","LABOR",0.94
"Leontief","fk04","VINE","SUPPL",0.57
"Leontief","fk07","ALFAL","LAND",1.00
"Leontief","fk07","ALFAL","WATER",5.24
"Leontief","fk07","ALFAL","LABOR",0.03
"Leontief","fk07","ALFAL","SUPPL",0.32
"Leontief","fk07","ALPIS","LAND",1.00
"Leontief","fk07","ALPIS","WATER",4.54
"Leontief","fk07","ALPIS","LABOR",0.27
"Leontief","fk07","ALPIS","SUPPL",0.59
"Leontief","fk07","CORN","LAND",1.00
"Leontief","fk07","CORN","WATER",2.60
"Leontief","fk07","CORN","LABOR",0.11
"Leontief","fk07","CORN","SUPPL",0.41
"Leontief","fk07","COTTN","LAND",0.00
"Leontief","fk07","COTTN","WATER",0.00
"Leontief","fk07","COTTN","LABOR",0.00
"Leontief","fk07","COTTN","SUPPL",0.00
"Leontief","fk07","CUCUR","LAND",0.00
"Leontief","fk07","CUCUR","WATER",0.00
"Leontief","fk07","CUCUR","LABOR",0.00
"Leontief","fk07","CUCUR","SUPPL",0.00
"Leontief","fk07","DRYBN","LAND",1.00
"Leontief","fk07","DRYBN","WATER",2.36
"Leontief","fk07","DRYBN","LABOR",0.62
"Leontief","fk07","DRYBN","SUPPL",1.69
"Leontief","fk07","FRTOM","LAND",0.00
"Leontief","fk07","FRTOM","WATER",0.00
"Leontief","fk07","FRTOM","LABOR",0.00
"Leontief","fk07","FRTOM","SUPPL",0.00
"Leontief","fk07","GRAIN","LAND",1.00
"Leontief","fk07","GRAIN","WATER",1.44
"Leontief","fk07","GRAIN","LABOR",0.10
"Leontief","fk07","GRAIN","SUPPL",1.60
"Leontief","fk07","ONGAR","LAND",0.00
"Leontief","fk07","ONGAR","WATER",0.00
"Leontief","fk07","ONGAR","LABOR",0.00
"Leontief","fk07","ONGAR","SUPPL",0.00
"Leontief","fk07","OTHDEC","LAND",1.00
"Leontief","fk07","OTHDEC","WATER",4.52
"Leontief","fk07","OTHDEC","LABOR",0.02
"Leontief","fk07","OTHDEC","SUPPL",0.16
"Leontief","fk07","OTHFLD","LAND",0.00
"Leontief","fk07","OTHFLD","WATER",0.00
"Leontief","fk07","OTHFLD","LABOR",0.00
"Leontief","fk07","OTHFLD","SUPPL",0.00
"Leontief","fk07","OTHTRK","LAND",1.00
"Leontief","fk07","OTHTRK","WATER",1.02
"Leontief","fk07","OTHTRK","LABOR",2.38
"Leontief","fk07","OTHTRK","SUPPL",12.58
"Leontief","fk07","PASTR","LAND",1.00
"Leontief","fk07","PASTR","WATER",5.56
"Leontief","fk07","PASTR","LABOR",0.37
"Leontief","fk07","PASTR","SUPPL",0.89
"Leontief","fk07","POTATO","LAND",0.00
"Leontief","fk07","POTATO","WATER",0.00
"Leontief","fk07","POTATO","LABOR",0.00
"Leontief","fk07","POTATO","SUPPL",0.00
"Leontief","fk07","PRTOM","LAND",0.00
"Leontief","fk07","PRTOM","WATER",0.00
"Leontief","fk07","PRTOM","LABOR",0.00
"Leontief","fk07","PRTOM","SUPPL",0.00
"Leontief","fk07","RICE","LAND",0.00
"Leontief","fk07","RICE","WATER",0.00
"Leontief","fk07","RICE","LABOR",0.00
"Leontief","fk07","RICE","SUPPL",0.00
"Leontief","fk07","SAFLR","LAND",0.00
"Leontief","fk07","SAFLR","WATER",0.00
"Leontief","fk07","SAFLR","LABOR",0.00
"Leontief","fk07","SAFLR","SUPPL",0.00
"Leontief","fk07","SBEET","LAND",0.00
"Leontief","fk07","SBEET","WATER",0.00
"Leontief","fk07","SBEET","LABOR",0.00
"Leontief","fk07","SBEET","SUPPL",0.00
"Leontief","fk07","SUBTRP","LAND",1.00
"Leontief","fk07","SUBTRP","WATER",3.96
"Leontief","fk07","SUBTRP","LABOR",1.99
"Leontief","fk07","SUBTRP","SUPPL",5.16
"Leontief","fk07","VINE","LAND",1.00
"Leontief","fk07","VINE","WATER",4.12
"Leontief","fk07","VINE","LABOR",1.49
"Leontief","fk07","VINE","SUPPL",0.90
"Leontief","fk11","ALFAL","LAND",0.00
"Leontief","fk11","ALFAL","WATER",0.00
"Leontief","fk11","ALFAL","LABOR",0.00
"Leontief","fk11","ALFAL","SUPPL",0.00
"Leontief","fk11","ALPIS","LAND",0.00
"Leontief","fk11","ALPIS","WATER",0.00
"Leontief","fk11","ALPIS","LABOR",0.00
"Leontief","fk11","ALPIS","SUPPL",0.00
"Leontief","fk11","CORN","LAND",0.00
"Leontief","fk11","CORN","WATER",0.00
"Leontief","fk11","CORN","LABOR",0.00
"Leontief","fk11","CORN","SUPPL",0.00
"Leontief","fk11","COTTN","LAND",0.00
"Leontief","fk11","COTTN","WATER",0.00
"Leontief","fk11","COTTN","LABOR",0.00
"Leontief","fk11","COTTN","SUPPL",0.00
"Leontief","fk11","CUCUR","LAND",0.00
"Leontief","fk11","CUCUR","WATER",0.00
"Leontief","fk11","CUCUR","LABOR",0.00
"Leontief","fk11","CUCUR","SUPPL",0.00
"Leontief","fk11","DRYBN","LAND",0.00
"Leontief","fk11","DRYBN","WATER",0.00
"Leontief","fk11","DRYBN","LABOR",0.00
"Leontief","fk11","DRYBN","SUPPL",0.00
"Leontief","fk11","FRTOM","LAND",0.00
"Leontief","fk11","FRTOM","WATER",0.00
"Leontief","fk11","FRTOM","LABOR",0.00
"Leontief","fk11","FRTOM","SUPPL",0.00
"Leontief","fk11","GRAIN","LAND",0.00
"Leontief","fk11","GRAIN","WATER",0.00
"Leontief","fk11","GRAIN","LABOR",0.00
"Leontief","fk11","GRAIN","SUPPL",0.00
"Leontief","fk11","ONGAR","LAND",0.00
"Leontief","fk11","ONGAR","WATER",0.00
"Leontief","fk11","ONGAR","LABOR",0.00
"Leontief","fk11","ONGAR","SUPPL",0.00
"Leontief","fk11","OTHDEC","LAND",0.00
"Leontief","fk11","OTHDEC","WATER",0.00
"Leontief","fk11","OTHDEC","LABOR",0.00
"Leontief","fk11","OTHDEC","SUPPL",0.00
"Leontief","fk11","OTHFLD","LAND",0.00
"Leontief","fk11","OTHFLD","WATER",0.00
"Leontief","fk11","OTHFLD","LABOR",0.00
"Leontief","fk11","OTHFLD","SUPPL",0.00
"Leontief","fk11","OTHTRK","LAND",0.00
"Leontief","fk11","OTHTRK","WATER",0.00
"Leontief","fk11","OTHTRK","LABOR",0.00
"Leontief","fk11","OTHTRK","SUPPL",0.00
"Leontief","fk11","PASTR","LAND",0.00
"Leontief","fk11","PASTR","WATER",0.00
"Leontief","fk11","PASTR","LABOR",0.00
"Leontief","fk11","PASTR","SUPPL",0.00
"Leontief","fk11","POTATO","LAND",0.00
"Leontief","fk11","POTATO","WATER",0.00
"Leontief","fk11","POTATO","LABOR",0.00
"Leontief","fk11","POTATO","SUPPL",0.00
"Leontief","fk11","PRTOM","LAND",0.00
"Leontief","fk11","PRTOM","WATER",0.00
"Leontief","fk11","PRTOM","LABOR",0.00
"Leontief","fk11","PRTOM","SUPPL",0.00
"Leontief","fk11","RICE","LAND",0.00
"Leontief","fk11","RICE","WATER",0.00
"Leontief","fk11","RICE","LABOR",0.00
"Leontief","fk11","RICE","SUPPL",0.00
"Leontief","fk11","SAFLR","LAND",0.00
"Leontief","fk11","SAFLR","WATER",0.00
"Leontief","fk11","SAFLR","LABOR",0.00
"Leontief","fk11","SAFLR","SUPPL",0.00
"Leontief","fk11","SBEET","LAND",0.00
"Leontief","fk11","SBEET","WATER",0.00
"Leontief","fk11","SBEET","LABOR",0.00
"Leontief","fk11","SBEET","SUPPL",0.00
"Leontief","fk11","SUBTRP","LAND",1.00
"Leontief","fk11","SUBTRP","WATER",3.96
"Leontief","fk11","SUBTRP","LABOR",3.20
"Leontief","fk11","SUBTRP","SUPPL",8.28
"Leontief","fk11","VINE","LAND",0.00
"Leontief","fk11","VINE","WATER",0.00
"Leontief","fk11","VINE","LABOR",0.00
"Leontief","fk11","VINE","SUPPL",0.00
"Leontief","fk14","ALFAL","LAND",0.00
"Leontief","fk14","ALFAL","WATER",0.00
"Leontief","fk14","ALFAL","LABOR",0.00
"Leontief","fk14","ALFAL","SUPPL",0.00
"Leontief","fk14","ALPIS","LAND",0.00
"Leontief","fk14","ALPIS","WATER",0.00
"Leontief","fk14","ALPIS","LABOR",0.00
"Leontief","fk14","ALPIS","SUPPL",0.00
"Leontief","fk14","CORN","LAND",0.00
"Leontief","fk14","CORN","WATER",0.00
"Leontief","fk14","CORN","LABOR",0.00
"Leontief","fk14","CORN","SUPPL",0.00
"Leontief","fk14","COTTN","LAND",0.00
"Leontief","fk14","COTTN","WATER",0.00
"Leontief","fk14","COTTN","LABOR",0.00
"Leontief","fk14","COTTN","SUPPL",0.00
"Leontief","fk14","CUCUR","LAND",0.00
"Leontief","fk14","CUCUR","WATER",0.00
"Leontief","fk14","CUCUR","LABOR",0.00
"Leontief","fk14","CUCUR","SUPPL",0.00
"Leontief","fk14","DRYBN","LAND",0.00
"Leontief","fk14","DRYBN","WATER",0.00
"Leontief","fk14","DRYBN","LABOR",0.00
"Leontief","fk14","DRYBN","SUPPL",0.00
"Leontief","fk14","FRTOM","LAND",0.00
"Leontief","fk14","FRTOM","WATER",0.00
"Leontief","fk14","FRTOM","LABOR",0.00
"Leontief","fk14","FRTOM","SUPPL",0.00
"Leontief","fk14","GRAIN","LAND",0.00
"Leontief","fk14","GRAIN","WATER",0.00
"Leontief","fk14","GRAIN","LABOR",0.00
"Leontief","fk14","GRAIN","SUPPL",0.00
"Leontief","fk14","ONGAR","LAND",0.00
"Leontief","fk14","ONGAR","WATER",0.00
"Leontief","fk14","ONGAR","LABOR",0.00
"Leontief","fk14","ONGAR","SUPPL",0.00
"Leontief","fk14","OTHDEC","LAND",0.00
"Leontief","fk14","OTHDEC","WATER",0.00
"Leontief","fk14","OTHDEC","LABOR",0.00
"Leontief","fk14","OTHDEC","SUPPL",0.00
"Leontief","fk14","OTHFLD","LAND",0.00
"Leontief","fk14","OTHFLD","WATER",0.00
"Leontief","fk14","OTHFLD","LABOR",0.00
"Leontief","fk14","OTHFLD","SUPPL",0.00
"Leontief","fk14","OTHTRK","LAND",0.00
"Leontief","fk14","OTHTRK","WATER",0.00
"Leontief","fk14","OTHTRK","LABOR",0.00
"Leontief","fk14","OTHTRK","SUPPL",0.00
"Leontief","fk14","PASTR","LAND",0.00
"Leontief","fk14","PASTR","WATER",0.00
"Leontief","fk14","PASTR","LABOR",0.00
"Leontief","fk14","PASTR","SUPPL",0.00
"Leontief","fk14","POTATO","LAND",0.00
"Leontief","fk14","POTATO","WATER",0.00
"Leontief","fk14","POTATO","LABOR",0.00
"Leontief","fk14","POTATO","SUPPL",0.00
"Leontief","fk14","PRTOM","LAND",0.00
"Leontief","fk14","PRTOM","WATER",0.00
"Leontief","fk14","PRTOM","LABOR",0.00
"Leontief","fk14","PRTOM","SUPPL",0.00
"Leontief","fk14","RICE","LAND",0.00
